#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
T1_UBT_000000000042	3.4531	1333	0.0000	99.0248	1320	22	24	0.3820	3	1.55
T1_UBT_000000000043	3.7199	1314	0.0000	100.0000	1314	24	25	0.3024	4	1.12
T1_UBT_000000000044	3.9603	1185	0.0000	100.0000	1185	24	23	0.3334	4	1.74
T1_UBT_000000000045	4.0941	1148	0.0000	96.7770	1111	24	23	0.2623	4	2.18
T1_UBT_000000000046	3.1128	1028	0.0000	100.0000	1028	17	15	0.4122	3	0.89
T1_UBT_000000000047	14.0321	1404	0.0000	100.0000	1404	87	110	0.4455	13	7.31
T1_UBT_000000000048	3.8118	1233	0.0000	99.9189	1232	24	23	0.3772	4	1.85
T1_UBT_000000000049	13.1682	1159	0.0000	100.0000	1159	75	78	0.3280	15	6.01
T1_UBT_000000000050	3.9231	1300	0.0000	100.0000	1300	26	25	0.2382	4	1.56
T1_UBT_000000000051	4.3278	1086	0.0000	100.0000	1086	22	25	0.2830	4	1.87
T1_UBT_000000000052	3.5329	1186	0.0000	100.0000	1186	21	21	0.3769	3	1.62
T1_UBT_000000000053	3.9425	1826	0.0000	98.9047	1806	35	37	0.3154	4	1.78
T1_UBT_000000000054	4.5338	1478	0.0000	100.0000	1478	33	34	0.3848	5	1.87
T1_UBT_000000000055	3.5151	1394	0.0000	100.0000	1394	25	24	0.2251	4	1.39
T1_UBT_000000000056	8.4885	1001	0.0000	100.0000	1001	46	39	0.2758	4	10.73
T1_UBT_000000000057	4.4810	1339	0.0000	100.0000	1339	28	32	0.3735	5	1.96
T1_UBT_000000000058	4.0346	1213	0.0000	97.0322	1177	25	24	0.2986	4	1.90
T1_UBT_000000000059	3.5872	1589	0.0000	100.0000	1589	27	30	0.3704	4	1.28
T1_UBT_000000000060	4.6467	1033	0.0000	100.0000	1033	24	24	0.3175	4	2.36
T1_UBT_000000000061	7.5219	1117	0.0000	100.0000	1117	37	47	0.3517	7	3.60
T1_UBT_000000000062	5.1255	1522	0.0000	100.0000	1522	39	39	0.4087	5	2.40
T1_UBT_000000000063	5.4865	1038	0.0000	99.6146	1034	31	26	0.3247	5	1.90
T1_UBT_000000000064	3.2976	1213	0.0000	100.0000	1213	22	18	0.3880	3	1.46
T1_UBT_000000000065	3.6594	1277	0.0000	100.0000	1277	24	23	0.3783	4	1.32
T1_UBT_000000000066	4.6690	1133	0.0000	100.0000	1133	26	27	0.2662	5	2.03
T1_UBT_000000000067	10.0177	1526	0.0000	99.8689	1524	69	84	0.3382	10	3.61
T1_UBT_000000000068	4.3860	1140	0.0000	100.0000	1140	27	23	0.3864	4	2.22
T1_UBT_000000000069	4.7909	1148	0.0000	99.2160	1139	24	31	0.3004	4	2.50
T1_UBT_000000000070	5.2461	2345	0.0000	100.0000	2345	63	60	0.3094	5	3.30
T1_UBT_000000000071	9.9710	1312	0.0000	100.0000	1312	63	68	0.2593	10	4.46
T1_UBT_000000000072	4.4787	1362	0.0000	100.0000	1362	30	31	0.2911	4	1.96
T1_UBT_000000000073	4.4926	1291	0.0000	100.0000	1291	29	29	0.3676	4	1.94
T1_UBT_000000000074	3.3939	1531	0.0000	100.0000	1531	26	26	0.3612	3	1.40
T1_UBT_000000000075	4.6075	1172	0.0000	100.0000	1172	28	26	0.3513	4	2.16
T1_UBT_000000000076	4.6383	1012	0.0000	100.0000	1012	24	23	0.3457	5	1.89
T1_UBT_000000000077	14.1184	1191	0.0000	99.8321	1189	77	91	0.3573	15	4.23
T1_UBT_000000000078	7.0183	1310	0.0000	99.5420	1304	45	47	0.3739	7	2.72
T1_UBT_000000000079	3.1794	1321	0.0000	97.1234	1283	22	20	0.2190	3	1.30
T1_UBT_000000000080	4.4485	1010	0.0000	100.0000	1010	21	24	0.3713	5	1.28
T1_UBT_000000000081	4.4910	1002	0.0000	100.0000	1002	23	22	0.3820	4	2.53
T1_UBT_000000000082	3.8095	1365	0.0000	100.0000	1365	26	26	0.3998	3	1.81
T1_UBT_000000000083	5.6312	1101	0.0000	99.7275	1098	34	28	0.3747	5	2.30
T1_UBT_000000000084	17.7934	1428	0.0000	100.0000	1428	126	128	0.2816	17	7.77
T1_UBT_000000000085	3.8799	1182	0.0000	100.0000	1182	22	24	0.4626	3	1.99
T1_UBT_000000000086	5.6322	1101	0.0000	100.0000	1101	30	32	0.2803	6	1.91
T1_UBT_000000000087	3.2904	1398	0.0000	96.4235	1348	22	24	0.3324	3	1.52
T1_UBT_000000000088	3.8462	1040	0.0000	100.0000	1040	21	19	0.3508	4	1.39
T1_UBT_000000000089	3.9709	1511	0.0000	100.0000	1511	30	30	0.3038	4	1.64
T1_UBT_000000000090	4.9311	1074	0.0000	100.0000	1074	27	26	0.3960	4	2.50
T1_UBT_000000000091	3.3384	1318	0.0000	100.0000	1318	22	22	0.3152	3	1.94
T1_UBT_000000000092	4.6914	1215	0.0000	100.0000	1215	29	28	0.3123	4	2.18
T1_UBT_000000000093	4.6550	1203	0.0000	100.0000	1203	29	27	0.4000	5	1.64
T1_UBT_000000000094	4.3643	1054	0.0000	100.0000	1054	24	22	0.2843	4	1.98
T1_UBT_000000000095	4.3048	1158	0.0000	100.0000	1158	25	25	0.3768	4	1.46
T1_UBT_000000000096	3.4420	1249	0.0000	100.0000	1249	22	21	0.3663	3	1.40
T1_UBT_000000000097	9.4788	1201	0.0000	100.0000	1201	59	55	0.1963	10	5.70
T1_UBT_000000000098	6.5854	2284	0.0000	99.7811	2279	74	77	0.2004	7	3.25
T1_UBT_000000000099	5.0690	1870	0.0000	100.0000	1870	48	47	0.3746	5	2.02
T1_UBT_000000000100	4.7448	1391	0.0000	100.0000	1391	34	32	0.3064	5	1.85
T1_UBT_000000000101	3.5344	1046	0.0000	100.0000	1046	18	19	0.3827	3	1.41
T1_UBT_000000000102	3.5470	1128	0.0000	100.0000	1128	20	20	0.3670	4	1.45
T1_UBT_000000000103	5.6742	1495	0.0000	99.7993	1492	42	43	0.4413	6	2.68
T1_UBT_000000000104	143.8435	1706	0.0000	98.8863	1687	1255	1198	0.1793	12	185.75
T1_UBT_000000000105	3.5957	1029	0.0000	97.5705	1004	17	20	0.3605	4	1.50
T1_UBT_000000000106	4.6746	1091	0.0000	100.0000	1091	25	26	0.2627	4	1.97
T1_UBT_000000000107	3.7665	1062	0.0000	100.0000	1062	19	21	0.3858	4	1.36
T1_UBT_000000000108	4.6005	1279	0.0000	100.0000	1279	32	27	0.3614	4	1.86
T1_UBT_000000000109	5.8189	1016	0.0000	99.3110	1009	28	31	0.3690	6	2.98
T1_UBT_000000000110	6.5278	1150	0.0000	100.0000	1150	38	37	0.3092	6	3.46
T1_UBT_000000000111	4.1556	1131	0.0000	100.0000	1131	24	23	0.3700	4	1.82
T1_UBT_000000000112	24.6498	1425	0.0000	100.0000	1425	182	174	0.2708	7	49.57
T1_UBT_000000000113	5.3576	2131	0.0000	100.0000	2131	63	51	0.3301	4	4.25
T1_UBT_000000000114	3.7463	1281	0.0000	100.0000	1281	23	25	0.3656	4	1.52
T1_UBT_000000000115	4.1585	1369	0.0000	100.0000	1369	28	29	0.3619	4	2.00
T1_UBT_000000000116	4.9290	1197	0.0000	100.0000	1197	29	30	0.3512	5	1.97
T1_UBT_000000000117	5.5274	1439	0.0000	100.0000	1439	41	39	0.3689	5	3.52
T1_UBT_000000000118	4.4403	1081	0.0000	97.4098	1053	26	22	0.2619	5	2.03
T1_UBT_000000000119	3.7754	1033	0.0000	100.0000	1033	20	19	0.3613	3	1.96
T1_UBT_000000000120	4.1898	1765	0.0000	100.0000	1765	36	38	0.3659	4	2.04
T1_UBT_000000000121	10.1781	1303	0.0000	100.0000	1303	63	70	0.2538	11	4.60
T1_UBT_000000000122	4.2883	1096	0.0000	95.7117	1049	25	22	0.3298	4	1.69
T1_UBT_000000000123	5.2881	1399	0.0000	100.0000	1399	38	36	0.3470	5	2.22
T1_UBT_000000000124	5.9657	1780	0.0000	100.0000	1780	52	54	0.2506	6	2.41
T1_UBT_000000000125	4.7846	2423	0.0000	100.0000	2423	58	58	0.3139	5	1.85
T1_UBT_000000000126	5.3621	1472	0.0000	100.0000	1472	41	38	0.3313	5	2.42
T1_UBT_000000000127	5.2028	1134	0.0000	100.0000	1134	27	32	0.3629	5	2.20
T1_UBT_000000000128	4.6687	1156	0.0000	100.0000	1156	26	28	0.3731	5	1.44
T1_UBT_000000000129	4.2164	1423	0.0000	100.0000	1423	29	31	0.2613	4	1.47
T1_UBT_000000000130	13.2426	1546	0.0000	100.0000	1546	100	105	0.2916	13	5.62
T1_UBT_000000000131	4.7697	1216	0.0000	100.0000	1216	29	29	0.3893	5	1.59
T1_UBT_000000000132	22.7972	1144	0.0000	100.0000	1144	129	132	0.3044	24	9.08
T1_UBT_000000000133	10.0608	2105	0.0000	100.0000	2105	110	102	0.4577	11	3.57
T1_UBT_000000000134	10.4353	1429	0.0000	99.5101	1422	74	75	0.3547	9	7.61
T1_UBT_000000000135	4.8659	1007	0.0000	97.8153	985	26	23	0.3131	4	2.45
T1_UBT_000000000136	6.1929	1244	0.0000	100.0000	1244	38	39	0.3921	6	3.26
T1_UBT_000000000137	3.8815	1080	0.0000	100.0000	1080	22	20	0.3714	4	1.27
T1_UBT_000000000138	4.0644	1181	0.0000	100.0000	1181	23	25	0.4121	4	2.04
T1_UBT_000000000139	4.6550	1203	0.0000	100.0000	1203	26	30	0.2709	5	1.87
T1_UBT_000000000140	3.6274	1213	0.0000	100.0000	1213	23	21	0.3918	4	1.29
T1_UBT_000000000141	6.0270	1261	0.0000	100.0000	1261	37	39	0.3399	6	2.16
T1_UBT_000000000142	4.8429	1050	0.0000	99.0476	1040	26	25	0.3025	5	2.21
T1_UBT_000000000143	17.6950	1767	0.0000	100.0000	1767	155	159	0.3387	17	6.75
T1_UBT_000000000144	4.7840	1296	0.0000	100.0000	1296	29	33	0.3227	4	2.15
T1_UBT_000000000145	5.0813	1476	0.0000	99.6612	1471	38	37	0.2915	5	2.10
T1_UBT_000000000146	5.0761	1222	0.0000	95.5810	1168	31	31	0.3302	5	2.12
T1_UBT_000000000147	4.6080	1454	0.0000	100.0000	1454	33	34	0.3682	5	2.08
T1_UBT_000000000148	61.0183	1146	0.0000	100.0000	1146	394	302	0.2297	6	92.67
T1_UBT_000000000149	3.2039	1030	0.0000	100.0000	1030	16	17	0.4006	3	1.39
T1_UBT_000000000150	3.8062	1156	0.0000	99.6540	1152	22	22	0.2734	4	1.23
T1_UBT_000000000151	7.1212	1180	0.0000	97.5424	1151	45	39	0.3733	6	3.93
T1_UBT_000000000152	80.7059	1054	0.0000	100.0000	1054	309	545	0.3350	29	136.79
T1_UBT_000000000153	6.4035	1358	0.0000	100.0000	1358	42	45	0.2900	6	3.82
T1_UBT_000000000154	5.5215	1210	0.0000	100.0000	1210	34	33	0.3261	5	2.26
T1_UBT_000000000155	3.7638	1249	0.0000	100.0000	1249	22	25	0.3668	3	1.85
T1_UBT_000000000156	3.7249	1047	0.0000	99.8090	1045	18	21	0.2687	3	1.63
T1_UBT_000000000157	4.4204	1175	0.0000	100.0000	1175	26	26	0.2508	4	2.03
T1_UBT_000000000158	4.8314	1530	0.0000	100.0000	1530	38	36	0.4041	5	2.07
T1_UBT_000000000159	8.2734	1185	0.0000	100.0000	1185	43	55	0.4326	6	6.63
T1_UBT_000000000160	4.5792	1616	0.0000	100.0000	1616	37	37	0.3038	4	2.31
T1_UBT_000000000161	5.1632	1066	0.0000	96.2477	1026	24	31	0.3560	5	2.23
T1_UBT_000000000162	3.6795	1223	0.0000	100.0000	1223	23	22	0.3269	3	1.79
T1_UBT_000000000163	4.2301	1773	0.0000	100.0000	1773	36	39	0.3745	4	1.84
T1_UBT_000000000164	3.8685	1034	0.0000	100.0000	1034	20	20	0.3640	4	1.98
T1_UBT_000000000165	4.4295	2077	0.0000	100.0000	2077	47	45	0.3826	4	1.90
T1_UBT_000000000166	5.2434	1257	0.0000	98.2498	1235	33	33	0.3644	5	1.99
T1_UBT_000000000167	10.6442	1467	0.0000	100.0000	1467	77	79	0.3547	6	10.34
T1_UBT_000000000168	7.0747	1286	0.0000	100.0000	1286	42	49	0.3129	7	2.79
T1_UBT_000000000169	3.4264	1135	0.0000	100.0000	1135	18	21	0.2813	3	1.39
T1_UBT_000000000170	4.5412	1057	0.0000	100.0000	1057	24	24	0.3756	5	1.70
T1_UBT_000000000171	4.5549	1375	0.0000	99.5636	1369	32	31	0.3995	5	1.68
T1_UBT_000000000172	19.1239	1654	0.0000	100.0000	1654	158	158	0.3511	20	7.17
T1_UBT_000000000173	5.2268	1014	0.0000	100.0000	1014	25	28	0.3840	5	1.96
T1_UBT_000000000174	7.0953	1804	0.0000	100.0000	1804	64	64	0.3944	7	3.99
T1_UBT_000000000175	3.7998	1079	0.0000	100.0000	1079	19	22	0.2327	3	2.41
T1_UBT_000000000176	3.2751	1007	0.0000	100.0000	1007	15	18	0.3573	3	1.33
T1_UBT_000000000177	4.1386	1039	0.0000	100.0000	1039	19	24	0.3444	4	2.16
T1_UBT_000000000178	4.9695	1147	0.0000	100.0000	1147	30	27	0.3798	5	2.02
T1_UBT_000000000179	4.2167	1089	0.0000	100.0000	1089	25	21	0.3239	3	2.41
T1_UBT_000000000180	4.5543	1032	0.0000	100.0000	1032	24	23	0.4364	4	1.91
T1_UBT_000000000181	4.0615	1625	0.0000	100.0000	1625	34	32	0.3465	4	1.78
T1_UBT_000000000182	4.0428	1261	0.0000	100.0000	1261	23	28	0.3518	3	2.41
T1_UBT_000000000183	5.0036	1116	0.0000	100.0000	1116	28	28	0.3995	5	1.67
T1_UBT_000000000184	4.4925	1202	0.0000	100.0000	1202	27	27	0.3698	3	2.50
T1_UBT_000000000185	4.6587	1758	0.0000	99.9431	1757	41	41	0.2802	5	2.06
T1_UBT_000000000186	4.2398	1368	0.0000	98.6842	1350	30	28	0.3493	4	1.86
T1_UBT_000000000187	4.7277	1076	0.0000	100.0000	1076	24	27	0.3255	4	2.13
T1_UBT_000000000188	3.9729	1182	0.0000	96.4467	1140	22	25	0.3400	4	1.81
T1_UBT_000000000189	4.9887	1062	0.0000	100.0000	1062	29	24	0.2936	5	1.53
T1_UBT_000000000190	4.2051	1331	0.0000	100.0000	1331	27	29	0.3013	4	1.59
T1_UBT_000000000191	5.9593	1156	0.0000	100.0000	1156	35	34	0.3967	4	3.89
T1_UBT_000000000192	4.4127	1020	0.0000	99.1176	1011	24	21	0.3444	4	2.11
T1_UBT_000000000193	3.8872	1055	0.0000	100.0000	1055	20	21	0.3512	4	1.39
T1_UBT_000000000194	5.9593	2898	0.0000	99.9310	2896	86	87	0.2849	6	2.42
T1_UBT_000000000195	13.2301	1195	0.0000	100.0000	1195	79	79	0.3363	14	3.87
T1_UBT_000000000196	52.7065	6426	0.0000	100.0000	6426	1710	1678	0.4320	54	10.76
T1_UBT_000000000197	5.5398	1156	0.0000	98.4429	1138	33	31	0.3009	5	2.56
T1_UBT_000000000198	2.8348	1023	0.0000	100.0000	1023	12	17	0.3572	3	1.10
T1_UBT_000000000199	6.9745	1175	0.0000	98.0426	1152	43	39	0.2578	5	4.96
T1_UBT_000000000200	4.4986	1089	0.0000	100.0000	1089	25	24	0.3849	4	2.53
T1_UBT_000000000201	4.6490	1701	0.0000	100.0000	1701	41	38	0.3884	5	1.69
T1_UBT_000000000202	9.3374	4564	0.0000	100.0000	4564	215	211	0.2662	9	4.13
T1_UBT_000000000203	4.2719	1074	0.0000	100.0000	1074	24	22	0.2626	4	1.63
T1_UBT_000000000204	5.2404	1011	0.0000	100.0000	1011	24	29	0.3394	5	2.12
T1_UBT_000000000205	5.5464	1208	0.0000	99.0894	1197	34	33	0.3404	5	2.04
T1_UBT_000000000206	4.6892	2149	0.0000	99.9535	2148	49	52	0.3762	5	1.92
T1_UBT_000000000207	23.9642	1284	0.0000	100.0000	1284	149	158	0.2819	4	39.35
T1_UBT_000000000208	3.9450	1090	0.0000	99.8165	1088	21	22	0.3616	4	1.92
T1_UBT_000000000209	3.6338	1237	0.0000	100.0000	1237	23	22	0.3682	3	1.50
T1_UBT_000000000210	4.0961	1269	0.0000	95.4295	1211	25	27	0.2329	4	2.04
T1_UBT_000000000211	5.0861	1219	0.0000	97.2108	1185	30	32	0.3397	5	2.28
T1_UBT_000000000212	4.3636	1100	0.0000	100.0000	1100	23	25	0.3140	4	2.30
T1_UBT_000000000213	4.7176	1080	0.0000	100.0000	1080	24	27	0.3337	5	1.84
T1_UBT_000000000214	5.4184	2268	0.0000	99.4268	2255	59	64	0.2816	5	2.31
T1_UBT_000000000215	4.0480	1209	0.0000	100.0000	1209	26	23	0.2251	3	1.71
T1_UBT_000000000216	3.1403	1019	0.0000	100.0000	1019	14	18	0.3931	3	1.28
T1_UBT_000000000217	3.8628	1217	0.0000	100.0000	1217	24	23	0.2904	4	1.33
T1_UBT_000000000218	6.2652	1497	0.0000	100.0000	1497	50	44	0.2852	6	3.09
T1_UBT_000000000219	5.4638	1479	0.0000	100.0000	1479	43	38	0.2580	5	1.82
T1_UBT_000000000220	2.8459	1019	0.0000	100.0000	1019	14	15	0.3610	3	1.34
T1_UBT_000000000221	4.0636	1054	0.0000	100.0000	1054	21	22	0.3858	4	1.73
T1_UBT_000000000222	3.0663	1011	0.0000	100.0000	1011	15	16	0.3997	3	1.43
T1_UBT_000000000223	4.4528	1325	0.0000	100.0000	1325	28	31	0.3400	4	2.52
T1_UBT_000000000224	10.9440	1124	0.0000	99.1103	1114	60	63	0.3248	10	5.58
T1_UBT_000000000225	4.7477	1407	0.0000	100.0000	1407	34	33	0.3197	5	1.77
T1_UBT_000000000226	4.5069	1085	0.0000	100.0000	1085	25	24	0.3020	4	2.09
T1_UBT_000000000227	4.5121	2593	0.0000	100.0000	2593	58	59	0.3539	4	1.77
T1_UBT_000000000228	6.7462	1434	0.0000	98.5356	1413	51	46	0.3415	5	5.67
T1_UBT_000000000229	4.5267	1458	0.0000	100.0000	1458	33	33	0.3129	4	1.85
T1_UBT_000000000230	3.5697	1313	0.0000	100.0000	1313	24	23	0.2443	4	1.17
T1_UBT_000000000231	3.6520	1204	0.0000	99.8339	1202	21	23	0.3686	4	1.47
T1_UBT_000000000232	4.5148	1484	0.0000	100.0000	1484	35	32	0.3546	4	2.27
T1_UBT_000000000233	3.9865	1706	0.0000	100.0000	1706	33	35	0.2597	4	1.27
T1_UBT_000000000234	5.7854	1659	0.0000	100.0000	1659	48	48	0.3502	5	2.91
T1_UBT_000000000235	3.5714	1512	0.0000	100.0000	1512	28	26	0.2850	3	1.35
T1_UBT_000000000236	4.0124	1046	0.0000	100.0000	1046	22	20	0.2698	4	1.13
T1_UBT_000000000237	4.6169	1018	0.0000	100.0000	1018	24	23	0.3619	5	2.21
T1_UBT_000000000238	3.9961	1026	0.0000	100.0000	1026	21	20	0.3029	4	1.59
T1_UBT_000000000239	4.1306	1041	0.0000	95.6772	996	22	21	0.2453	4	1.69
T1_UBT_000000000240	4.0558	1058	0.0000	100.0000	1058	22	21	0.3505	4	1.59
T1_UBT_000000000241	5.1827	1177	0.0000	100.0000	1177	32	29	0.3546	5	2.21
T1_UBT_000000000242	4.7792	2197	0.0000	100.0000	2197	53	52	0.3679	5	1.95
T1_UBT_000000000243	4.3577	1652	0.0000	100.0000	1652	37	35	0.3481	4	2.06
T1_UBT_000000000244	8.6915	1183	0.0000	100.0000	1183	54	49	0.4783	8	5.16
T1_UBT_000000000245	4.1556	1292	0.0000	100.0000	1292	27	27	0.2759	4	1.60
T1_UBT_000000000246	5.3094	1771	0.0000	100.0000	1771	48	46	0.2702	5	1.67
T1_UBT_000000000247	3.2757	1099	0.0000	100.0000	1099	17	19	0.3325	3	1.41
T1_UBT_000000000248	7.3320	1000	0.0000	100.0000	1000	37	36	0.4378	7	3.53
T1_UBT_000000000249	61.4314	1312	0.0000	97.4848	1279	361	444	0.3215	37	61.04
T1_UBT_000000000250	5.6055	1445	0.0000	100.0000	1445	42	39	0.3004	5	2.40
T1_UBT_000000000251	4.4946	1110	0.0000	100.0000	1110	25	25	0.3768	5	1.78
T1_UBT_000000000252	2.7811	1690	0.0000	100.0000	1690	25	22	0.3517	3	1.02
T1_UBT_000000000253	4.0832	1838	0.0000	100.0000	1838	38	37	0.3407	4	1.80
T1_UBT_000000000254	3.7108	1051	0.0000	100.0000	1051	20	19	0.3213	4	1.73
T1_UBT_000000000255	2.9940	1169	0.0000	100.0000	1169	16	19	0.3157	3	1.14
T1_UBT_000000000256	4.4188	2082	0.0000	99.2795	2067	45	47	0.3515	4	1.86
T1_UBT_000000000257	3.8136	1888	0.0000	99.6292	1881	36	36	0.3083	3	1.71
T1_UBT_000000000258	3.8083	1127	0.0000	100.0000	1127	22	21	0.4142	4	1.23
T1_UBT_000000000259	6.6312	2489	0.0000	100.0000	2489	84	81	0.3287	4	6.64
T1_UBT_000000000260	4.6410	1014	0.0000	99.5069	1009	24	23	0.2809	4	2.45
T1_UBT_000000000261	10.2173	1201	0.0000	100.0000	1201	61	62	0.1860	5	12.86
T1_UBT_000000000262	9.9090	2417	0.0000	99.9173	2415	124	116	0.4075	10	4.03
T1_UBT_000000000263	3.5714	1036	0.0000	100.0000	1036	19	18	0.3776	3	1.61
T1_UBT_000000000264	377.5582	5326	0.0000	100.0000	5326	9932	10173	0.4504	448	223.28
T1_UBT_000000000265	5.9660	1089	0.0000	100.0000	1089	32	33	0.3989	6	2.14
T1_UBT_000000000266	7.9383	1021	0.0000	100.0000	1021	42	39	0.4426	5	7.16
T1_UBT_000000000267	3.6094	1024	0.0000	99.9023	1023	19	18	0.3214	4	1.42
T1_UBT_000000000268	4.5004	1243	0.0000	100.0000	1243	29	27	0.3864	4	2.31
T1_UBT_000000000269	5.5967	1535	0.0000	100.0000	1535	45	41	0.3243	5	2.69
T1_UBT_000000000270	8.5796	2086	0.0000	100.0000	2086	92	87	0.4020	8	3.86
T1_UBT_000000000271	3.6545	1204	0.0000	100.0000	1204	22	22	0.3668	3	1.80
T1_UBT_000000000272	3.5750	1007	0.0000	100.0000	1007	19	17	0.3881	3	2.36
T1_UBT_000000000273	6.1547	1513	0.0000	100.0000	1513	49	44	0.3855	5	3.36
T1_UBT_000000000274	4.3768	1051	0.0000	100.0000	1051	22	24	0.2485	4	1.52
T1_UBT_000000000275	3.9144	1635	0.0000	100.0000	1635	33	31	0.3675	4	1.73
T1_UBT_000000000276	3.7169	1049	0.0000	100.0000	1049	20	19	0.3262	3	1.65
T1_UBT_000000000277	4.6378	1637	0.0000	100.0000	1637	37	39	0.2992	5	1.92
T1_UBT_000000000278	8.7541	1049	0.0000	100.0000	1049	49	43	0.3521	9	3.99
T1_UBT_000000000279	4.1363	2488	0.0000	98.7942	2458	55	48	0.3343	4	1.84
T1_UBT_000000000280	4.0703	2432	0.0000	99.4243	2418	50	49	0.3801	4	1.50
T1_UBT_000000000281	9.2439	1234	0.0000	100.0000	1234	57	57	0.3438	8	5.67
T1_UBT_000000000282	4.4744	1092	0.0000	100.0000	1092	24	25	0.4310	4	2.43
T1_UBT_000000000283	4.5796	1394	0.0000	100.0000	1394	33	31	0.2631	4	1.79
T1_UBT_000000000284	4.2305	1371	0.0000	100.0000	1371	27	31	0.3343	4	2.05
T1_UBT_000000000285	3.2513	1138	0.0000	99.1213	1128	20	17	0.3505	3	1.75
T1_UBT_000000000286	3.6150	1244	0.0000	99.9196	1243	22	23	0.3989	3	1.61
T1_UBT_000000000287	3.9048	1303	0.0000	100.0000	1303	27	24	0.3290	4	1.53
T1_UBT_000000000288	4.6248	1967	0.0000	100.0000	1967	46	45	0.3619	4	1.88
