#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
T2_UBT_000000000060	7.4327	1241	0.0000	100.0000	1241	53	39	0.3522	4	9.76
T2_UBT_000000000061	4.9516	2585	0.0000	100.0000	2585	66	62	0.2993	5	2.23
T2_UBT_000000000062	4.9599	2721	0.0000	97.8684	2663	65	70	0.3522	5	2.19
T2_UBT_000000000063	39.9302	1705	0.0000	100.0000	1705	368	311	0.3086	27	47.37
T2_UBT_000000000064	4.1762	2321	0.0000	99.9569	2320	49	48	0.2930	4	1.84
T2_UBT_000000000065	5.4029	1092	0.0000	100.0000	1092	32	27	0.3612	5	2.04
T2_UBT_000000000066	4.6745	1668	0.0000	99.8201	1665	39	39	0.3382	4	2.59
T2_UBT_000000000067	5.3623	1380	0.0000	100.0000	1380	39	35	0.3018	5	2.37
T2_UBT_000000000068	4.2693	1077	0.0000	98.6072	1062	22	24	0.2396	4	1.87
T2_UBT_000000000069	5.5308	1138	0.0000	99.9121	1137	36	27	0.2470	5	3.59
T2_UBT_000000000070	14.6826	1169	0.0000	99.7434	1166	79	93	0.3476	7	15.27
T2_UBT_000000000071	5.5378	1244	0.0000	100.0000	1244	33	36	0.2771	5	1.89
T2_UBT_000000000072	4.8077	1040	0.0000	99.8077	1038	25	25	0.3748	4	2.12
T2_UBT_000000000073	5.5718	1385	0.0000	99.7112	1381	37	40	0.2883	5	2.54
T2_UBT_000000000074	5.3195	1183	0.0000	99.9155	1182	31	32	0.2984	5	2.60
T2_UBT_000000000075	12.0523	1013	0.0000	100.0000	1013	66	56	0.3375	12	6.63
T2_UBT_000000000076	4.4532	1774	0.0000	100.0000	1774	38	41	0.3578	4	2.21
T2_UBT_000000000077	10.0811	1602	0.0000	100.0000	1602	66	96	0.4228	6	14.00
T2_UBT_000000000078	5.8261	3244	0.0000	99.7534	3236	94	95	0.3600	6	2.74
T2_UBT_000000000079	5.3006	2242	0.0000	100.0000	2242	59	60	0.3176	5	2.20
T2_UBT_000000000080	5.1958	2733	0.0000	100.0000	2733	70	72	0.3513	5	2.29
T2_UBT_000000000081	5.1540	1260	0.0000	97.8571	1233	33	32	0.3283	5	2.01
T2_UBT_000000000082	5.9063	1473	0.0000	99.6606	1468	43	44	0.3213	6	2.14
T2_UBT_000000000083	4.8641	1398	0.0000	99.5708	1392	33	35	0.2341	4	2.41
T2_UBT_000000000084	4.7427	2064	0.0000	99.9516	2063	48	50	0.3237	4	2.05
T2_UBT_000000000085	6.5447	1331	0.0000	100.0000	1331	42	45	0.3538	5	4.25
T2_UBT_000000000086	4.7761	1295	0.0000	100.0000	1295	32	30	0.2961	4	1.99
T2_UBT_000000000087	5.8824	2550	0.0000	100.0000	2550	76	74	0.2872	6	2.68
T2_UBT_000000000088	4.9109	1953	0.0000	100.0000	1953	49	47	0.2878	5	2.09
T2_UBT_000000000089	5.0786	1043	0.0000	100.0000	1043	26	27	0.3642	5	2.20
T2_UBT_000000000090	3.6168	1023	0.0000	100.0000	1023	16	21	0.3341	4	1.84
T2_UBT_000000000091	15.8172	2390	0.0000	99.4979	2378	193	185	0.3495	9	19.90
T2_UBT_000000000092	8.2466	3941	0.0000	100.0000	3941	164	161	0.3719	8	2.37
T2_UBT_000000000093	5.8857	1784	0.0000	100.0000	1784	53	52	0.3632	6	2.22
T2_UBT_000000000094	4.4335	1015	0.0000	99.9015	1014	23	22	0.4024	4	1.71
T2_UBT_000000000095	33.2791	1476	0.0000	99.2547	1465	245	247	0.3406	28	23.85
T2_UBT_000000000096	4.7148	1462	0.0000	100.0000	1462	36	33	0.2487	5	1.99
T2_UBT_000000000097	9.7404	7493	0.0000	99.9867	7492	366	364	0.4061	10	3.67
T2_UBT_000000000098	4.6167	1080	0.0000	99.8148	1078	23	27	0.3642	5	1.68
T2_UBT_000000000099	6.0217	2624	0.0000	100.0000	2624	78	80	0.3795	6	2.45
T2_UBT_000000000100	4.9314	1399	0.0000	96.6405	1352	33	36	0.2790	5	2.55
T2_UBT_000000000101	5.9104	2098	0.0000	100.0000	2098	62	62	0.3561	6	2.33
T2_UBT_000000000102	4.0520	1308	0.0000	100.0000	1308	26	27	0.3158	4	1.45
T2_UBT_000000000103	9.4325	1008	0.0000	100.0000	1008	44	51	0.3713	9	6.00
T2_UBT_000000000104	5.6995	2509	0.0000	100.0000	2509	71	72	0.3780	6	2.46
T2_UBT_000000000105	5.8786	1054	0.0000	100.0000	1054	32	30	0.2298	6	1.74
T2_UBT_000000000106	6.1837	1083	0.0000	100.0000	1083	35	32	0.3725	6	2.08
T2_UBT_000000000107	5.1095	1096	0.0000	99.4526	1090	29	27	0.2248	5	1.63
T2_UBT_000000000108	4.9400	1882	0.0000	100.0000	1882	46	47	0.3576	4	2.47
T2_UBT_000000000109	8.0554	1101	0.0000	100.0000	1101	43	46	0.3380	7	4.65
T2_UBT_000000000110	4.9708	1026	0.0000	100.0000	1026	25	26	0.3908	5	2.35
T2_UBT_000000000111	4.0385	1040	0.0000	97.1154	1010	21	21	0.3502	4	2.67
T2_UBT_000000000112	5.6731	1514	0.0000	100.0000	1514	43	43	0.2543	6	2.41
T2_UBT_000000000113	5.5427	1299	0.0000	100.0000	1299	34	38	0.2706	6	1.79
T2_UBT_000000000114	8.3272	3839	0.0000	100.0000	3839	159	161	0.2947	8	3.63
T2_UBT_000000000115	4.7364	1119	0.0000	100.0000	1119	25	28	0.3566	4	1.86
T2_UBT_000000000116	5.0371	1886	0.0000	98.9926	1867	48	47	0.3498	5	2.41
T2_UBT_000000000117	4.9399	1031	0.0000	100.0000	1031	27	24	0.3412	5	1.55
T2_UBT_000000000118	5.0771	1635	0.0000	100.0000	1635	44	39	0.3353	5	1.92
T2_UBT_000000000119	5.0343	3036	0.0000	100.0000	3036	74	79	0.3226	5	1.96
T2_UBT_000000000120	6.8640	1559	0.0000	100.0000	1559	54	53	0.2653	7	2.83
T2_UBT_000000000121	6.3641	2038	0.0000	100.0000	2038	67	63	0.3282	6	2.26
T2_UBT_000000000122	4.8002	1271	0.0000	98.4264	1251	30	31	0.3239	5	1.85
T2_UBT_000000000123	4.3935	1047	0.0000	100.0000	1047	22	24	0.3585	4	1.97
T2_UBT_000000000124	6.2093	2609	0.0000	100.0000	2609	81	81	0.3753	6	2.38
T2_UBT_000000000125	4.8276	1595	0.0000	100.0000	1595	38	39	0.3943	5	1.72
T2_UBT_000000000126	6.9560	1365	0.0000	100.0000	1365	46	49	0.2851	7	3.63
T2_UBT_000000000127	150.2366	1674	0.0000	100.0000	1674	1329	1186	0.5878	127	121.84
T2_UBT_000000000128	5.4321	1178	0.0000	100.0000	1178	32	32	0.3539	5	2.05
T2_UBT_000000000129	4.3177	1366	0.0000	100.0000	1366	29	30	0.2392	4	2.04
T2_UBT_000000000130	4.3828	1233	0.0000	100.0000	1233	26	28	0.4046	4	1.78
T2_UBT_000000000131	18.4957	1392	0.0000	99.7126	1388	149	108	0.3558	8	29.17
T2_UBT_000000000132	5.9862	1303	0.0000	100.0000	1303	40	38	0.2821	6	2.85
T2_UBT_000000000133	5.2246	2431	0.0000	99.3830	2416	65	62	0.3567	5	2.29
T2_UBT_000000000134	4.2430	2074	0.0000	100.0000	2074	44	44	0.3643	4	1.35
T2_UBT_000000000135	5.9908	1085	0.0000	99.9078	1084	34	31	0.3072	6	1.83
T2_UBT_000000000136	5.2977	4360	0.0000	100.0000	4360	116	115	0.2792	5	1.76
T2_UBT_000000000137	4.1868	1242	0.0000	100.0000	1242	24	28	0.3198	4	2.28
T2_UBT_000000000138	5.1665	1742	0.0000	98.0482	1708	45	45	0.4086	5	2.11
T2_UBT_000000000139	4.8548	2101	0.0000	100.0000	2101	51	51	0.3760	5	2.14
T2_UBT_000000000140	5.0471	2080	0.0000	99.9519	2079	53	52	0.3399	5	1.71
T2_UBT_000000000141	4.8189	2843	0.0000	100.0000	2843	71	66	0.2910	5	1.75
T2_UBT_000000000142	8.4625	1027	0.0000	100.0000	1027	46	41	0.4164	9	4.01
T2_UBT_000000000143	4.6868	2347	0.0000	100.0000	2347	57	53	0.3665	5	2.05
T2_UBT_000000000144	4.7271	1158	0.0000	100.0000	1158	29	26	0.2331	5	1.67
T2_UBT_000000000145	4.3402	2002	0.0000	100.0000	2002	44	43	0.3521	4	1.96
T2_UBT_000000000146	4.9669	1208	0.0000	99.2550	1199	29	31	0.2448	5	1.84
T2_UBT_000000000147	3.6678	1225	0.0000	100.0000	1225	23	22	0.3811	4	1.37
T2_UBT_000000000148	5.9482	3261	0.0000	100.0000	3261	98	96	0.3706	6	2.25
T2_UBT_000000000149	5.3003	1452	0.0000	100.0000	1452	39	38	0.3495	5	2.27
T2_UBT_000000000150	17.7486	1448	0.0000	100.0000	1448	135	122	0.5132	17	8.39
T2_UBT_000000000151	6.2941	1700	0.0000	98.8824	1681	54	53	0.3203	6	2.82
T2_UBT_000000000152	8.9163	1254	0.0000	100.0000	1254	58	54	0.3784	8	5.39
T2_UBT_000000000153	5.5945	1699	0.0000	99.3526	1688	47	48	0.3701	5	2.83
T2_UBT_000000000154	4.8204	1286	0.0000	100.0000	1286	28	34	0.2673	5	1.93
T2_UBT_000000000155	11.7423	1098	0.0000	99.0893	1088	67	62	0.2709	11	5.58
T2_UBT_000000000156	25.7583	1589	0.0000	99.8741	1587	208	201	0.2250	6	38.65
T2_UBT_000000000157	5.4445	1577	0.0000	99.4293	1568	42	44	0.3673	5	2.23
T2_UBT_000000000158	4.9787	1406	0.0000	100.0000	1406	35	35	0.2911	5	2.15
T2_UBT_000000000159	5.8387	2449	0.0000	100.0000	2449	73	70	0.2141	6	2.31
T2_UBT_000000000160	4.7148	1378	0.0000	100.0000	1378	28	37	0.2983	5	2.12
T2_UBT_000000000161	5.4938	1055	0.0000	100.0000	1055	29	29	0.3548	6	2.63
T2_UBT_000000000162	3.9484	1317	0.0000	100.0000	1317	26	26	0.3623	4	1.45
T2_UBT_000000000163	4.8334	1777	0.0000	100.0000	1777	42	44	0.3667	4	2.11
T2_UBT_000000000164	12.0840	1238	0.0000	100.0000	1238	59	91	0.2571	7	13.48
T2_UBT_000000000165	5.4692	1848	0.0000	100.0000	1848	48	53	0.3532	5	2.43
T2_UBT_000000000166	5.5868	2541	0.0000	99.7245	2534	73	69	0.3288	5	2.26
T2_UBT_000000000167	7.3101	1203	0.0000	100.0000	1203	44	44	0.3052	6	4.46
T2_UBT_000000000168	5.7092	1754	0.0000	100.0000	1754	50	50	0.2641	5	2.61
T2_UBT_000000000169	5.9987	1497	0.0000	100.0000	1497	41	49	0.2420	5	4.31
T2_UBT_000000000170	4.3397	1613	0.0000	100.0000	1613	33	37	0.3216	4	1.66
T2_UBT_000000000171	4.8131	1578	0.0000	100.0000	1578	38	38	0.4279	5	1.49
T2_UBT_000000000172	7.0129	2008	0.0000	100.0000	2008	71	70	0.3309	7	2.74
T2_UBT_000000000173	5.7739	2649	0.0000	100.0000	2649	74	79	0.3167	5	3.11
T2_UBT_000000000174	28.1800	1372	0.0000	100.0000	1372	177	210	0.3569	11	37.05
T2_UBT_000000000175	7.0910	1340	0.0000	99.4776	1333	45	50	0.3545	7	2.99
T2_UBT_000000000176	7.4833	3406	0.0000	100.0000	3406	124	131	0.3025	7	3.49
T2_UBT_000000000177	5.8399	1661	0.0000	100.0000	1661	50	47	0.4073	6	2.36
T2_UBT_000000000178	5.5996	2625	0.0000	100.0000	2625	75	72	0.3872	5	2.23
T2_UBT_000000000179	7.1689	1729	0.0000	98.3806	1701	60	64	0.3910	7	3.80
T2_UBT_000000000180	5.4959	1327	0.0000	97.7393	1297	38	35	0.3453	5	2.76
T2_UBT_000000000181	5.4279	3258	0.0000	100.0000	3258	88	89	0.3545	5	2.25
T2_UBT_000000000182	6.2882	1367	0.0000	99.9268	1366	45	41	0.2294	6	2.81
T2_UBT_000000000183	5.1079	2605	0.0000	100.0000	2605	66	67	0.3211	5	2.41
T2_UBT_000000000184	4.9984	3201	0.0000	99.5002	3185	80	80	0.3938	5	2.12
T2_UBT_000000000185	6.2107	1272	0.0000	100.0000	1272	41	38	0.2663	6	2.28
T2_UBT_000000000186	4.7619	1533	0.0000	100.0000	1533	38	35	0.3660	5	2.21
T2_UBT_000000000187	6.8246	1699	0.0000	100.0000	1699	59	57	0.3480	6	2.62
T2_UBT_000000000188	7.7705	1146	0.0000	97.9058	1122	50	39	0.3846	7	3.71
T2_UBT_000000000189	6.1166	1698	0.0000	100.0000	1698	52	52	0.3779	6	2.11
T2_UBT_000000000190	4.9553	1029	0.0000	100.0000	1029	26	25	0.2671	5	1.81
T2_UBT_000000000191	4.6671	1607	0.0000	99.5022	1599	38	37	0.2392	5	1.88
T2_UBT_000000000192	4.8391	2150	0.0000	100.0000	2150	50	54	0.3152	5	1.81
T2_UBT_000000000193	7.5410	2808	0.0000	100.0000	2808	104	108	0.2780	7	3.36
T2_UBT_000000000194	5.8680	2522	0.0000	100.0000	2522	75	73	0.3309	6	2.20
T2_UBT_000000000195	4.8673	1130	0.0000	100.0000	1130	26	29	0.3493	5	2.05
T2_UBT_000000000196	4.4371	1622	0.0000	100.0000	1622	35	37	0.3353	4	1.94
T2_UBT_000000000197	5.1432	1536	0.0000	99.4141	1527	38	41	0.3422	5	2.22
T2_UBT_000000000198	43.1896	1139	0.0000	100.0000	1139	259	235	0.5203	7	94.61
T2_UBT_000000000199	4.4728	1878	0.0000	100.0000	1878	40	44	0.3589	4	2.06
T2_UBT_000000000200	5.8655	2438	0.0000	99.0566	2415	72	71	0.3336	6	2.35
T2_UBT_000000000201	5.8106	1721	0.0000	100.0000	1721	50	50	0.2891	6	1.95
T2_UBT_000000000202	99.1668	1043	0.0000	100.0000	1043	453	583	0.5097	6	161.53
T2_UBT_000000000203	4.8077	1248	0.0000	100.0000	1248	30	30	0.3508	4	2.37
T2_UBT_000000000204	30.7063	1110	0.0000	99.2793	1102	112	230	0.4370	5	61.65
T2_UBT_000000000205	125.6859	1146	0.0000	100.0000	1146	702	738	0.4746	26	245.45
T2_UBT_000000000206	5.6158	2491	0.0000	100.0000	2491	70	70	0.2650	5	2.05
T2_UBT_000000000207	7.4591	2374	0.0000	99.9579	2373	90	87	0.2817	7	3.10
T2_UBT_000000000208	6.2956	1509	0.0000	100.0000	1509	45	50	0.3135	6	2.62
T2_UBT_000000000209	5.7280	2129	0.0000	99.4833	2118	61	61	0.4143	6	2.41
T2_UBT_000000000210	5.2767	1059	0.0000	100.0000	1059	28	28	0.3688	5	1.72
T2_UBT_000000000211	4.1518	1034	0.0000	100.0000	1034	20	23	0.3526	4	1.74
T2_UBT_000000000212	6.6032	3213	0.0000	100.0000	3213	102	110	0.2924	6	3.86
T2_UBT_000000000213	4.6420	1120	0.0000	100.0000	1120	26	26	0.3837	5	2.02
T2_UBT_000000000214	6.8470	5930	0.0000	100.0000	5930	205	201	0.2886	6	2.86
T2_UBT_000000000215	7.3114	1927	0.0000	100.0000	1927	71	70	0.3001	7	3.00
T2_UBT_000000000216	7.5182	1926	0.0000	100.0000	1926	71	74	0.2835	8	2.72
T2_UBT_000000000217	5.1736	1469	0.0000	100.0000	1469	36	40	0.3017	4	3.10
T2_UBT_000000000218	13.5404	1053	0.0000	99.5252	1048	68	75	0.2368	9	16.17
T2_UBT_000000000219	9.7143	2233	0.0000	98.6565	2203	105	112	0.2646	10	4.16
T2_UBT_000000000220	4.9463	2608	0.0000	100.0000	2608	66	63	0.3861	5	2.16
T2_UBT_000000000221	5.5291	1049	0.0000	100.0000	1049	30	28	0.4364	5	2.97
T2_UBT_000000000222	4.1731	1340	0.0000	100.0000	1340	28	28	0.3002	4	1.50
T2_UBT_000000000223	6.0510	2826	0.0000	100.0000	2826	86	85	0.2495	6	2.43
T2_UBT_000000000224	3.9567	1062	0.0000	100.0000	1062	22	20	0.3845	4	1.49
T2_UBT_000000000225	6.3132	1504	0.0000	100.0000	1504	48	47	0.2788	6	3.04
T2_UBT_000000000226	4.2947	1164	0.0000	99.4845	1158	25	25	0.3442	4	1.84
T2_UBT_000000000227	4.9900	2405	0.0000	100.0000	2405	59	61	0.3328	5	2.50
T2_UBT_000000000228	5.2404	1847	0.0000	100.0000	1847	49	48	0.4342	5	2.11
T2_UBT_000000000229	5.9235	3713	0.0000	100.0000	3713	110	110	0.3783	6	2.00
T2_UBT_000000000230	11.1407	3319	0.0000	100.0000	3319	184	186	0.3348	11	5.84
T2_UBT_000000000231	4.5105	1818	0.0000	96.6447	1757	41	41	0.4057	4	2.08
T2_UBT_000000000232	4.8585	2120	0.0000	100.0000	2120	50	53	0.3793	5	1.96
T2_UBT_000000000233	4.9530	1595	0.0000	100.0000	1595	39	40	0.2781	5	1.93
T2_UBT_000000000234	4.8113	1346	0.0000	100.0000	1346	36	29	0.3595	4	3.10
T2_UBT_000000000235	4.7529	1052	0.0000	97.4335	1025	24	26	0.3502	4	2.54
T2_UBT_000000000236	8.8582	1114	0.0000	99.8205	1112	40	59	0.3600	7	6.24
T2_UBT_000000000237	5.6817	3534	0.0000	100.0000	3534	98	103	0.2685	5	3.12
T2_UBT_000000000238	6.3404	1040	0.0000	100.0000	1040	39	27	0.3609	6	2.75
T2_UBT_000000000239	5.0946	1036	0.0000	97.1042	1006	22	31	0.3817	5	2.60
T2_UBT_000000000240	4.6296	1620	0.0000	100.0000	1620	39	36	0.3483	4	1.94
T2_UBT_000000000241	7.0495	1514	0.0000	99.9339	1513	53	54	0.4323	7	2.29
T2_UBT_000000000242	6.1075	1768	0.0000	100.0000	1768	54	54	0.2910	6	2.41
T2_UBT_000000000243	4.5620	1096	0.0000	100.0000	1096	23	27	0.3898	4	2.26
T2_UBT_000000000244	10.6490	1225	0.0000	99.9184	1224	61	69	0.2695	5	12.54
T2_UBT_000000000245	4.5995	1718	0.0000	98.4866	1692	39	40	0.2719	5	1.97
T2_UBT_000000000246	5.8221	1563	0.0000	100.0000	1563	44	47	0.2904	5	2.41
T2_UBT_000000000247	3.8874	1359	0.0000	100.0000	1359	26	27	0.3889	4	1.59
T2_UBT_000000000248	3.7806	1240	0.0000	96.7742	1200	23	24	0.3153	4	1.42
T2_UBT_000000000249	7.3113	1815	0.0000	100.0000	1815	75	58	0.4017	7	3.71
T2_UBT_000000000250	5.2285	1816	0.0000	100.0000	1816	46	49	0.3863	5	2.03
T2_UBT_000000000251	7.2558	1130	0.0000	100.0000	1130	41	41	0.3688	7	2.64
T2_UBT_000000000252	4.6638	1499	0.0000	100.0000	1499	36	34	0.2650	5	2.05
T2_UBT_000000000253	5.1733	2320	0.0000	99.2241	2302	60	60	0.3444	5	2.27
T2_UBT_000000000254	6.2134	1223	0.0000	99.2641	1214	36	40	0.2655	6	2.49
T2_UBT_000000000255	4.9411	2732	0.0000	99.3777	2715	64	71	0.3759	5	1.95
T2_UBT_000000000256	5.9205	1082	0.0000	100.0000	1082	31	33	0.2953	5	4.34
T2_UBT_000000000257	6.3787	1534	0.0000	100.0000	1534	52	46	0.3292	6	3.53
T2_UBT_000000000258	5.2964	1869	0.0000	99.7860	1865	51	48	0.3517	5	2.55
T2_UBT_000000000259	5.7810	1055	0.0000	100.0000	1055	29	32	0.2374	6	2.35
T2_UBT_000000000260	4.5230	2474	0.0000	100.0000	2474	56	56	0.3809	5	1.54
T2_UBT_000000000261	5.3320	2042	0.0000	100.0000	2042	56	53	0.3502	5	2.02
T2_UBT_000000000262	5.2584	2376	0.0000	99.5370	2365	64	61	0.3016	5	2.05
T2_UBT_000000000263	5.3151	1825	0.0000	97.6986	1783	48	49	0.3785	5	2.56
T2_UBT_000000000264	7.5966	1517	0.0000	100.0000	1517	56	59	0.2619	6	5.30
T2_UBT_000000000265	5.1700	2300	0.0000	100.0000	2300	60	59	0.2937	5	2.93
T2_UBT_000000000266	7.8385	2372	0.0000	99.4941	2360	94	92	0.2583	6	6.91
T2_UBT_000000000267	5.8874	1155	0.0000	99.1342	1145	34	34	0.2632	6	2.24
T2_UBT_000000000268	5.0932	1610	0.0000	100.0000	1610	42	40	0.2678	5	2.09
T2_UBT_000000000269	19.3017	1160	0.0000	100.0000	1160	112	112	0.3809	13	18.78
T2_UBT_000000000270	4.7270	1121	0.0000	100.0000	1121	27	26	0.2957	5	1.81
T2_UBT_000000000271	3.8171	1099	0.0000	98.5441	1083	21	21	0.3055	4	1.61
T2_UBT_000000000272	5.7494	1548	0.0000	100.0000	1548	44	45	0.3438	5	2.50
T2_UBT_000000000273	8.9110	1427	0.0000	100.0000	1427	57	70	0.1928	7	8.08
T2_UBT_000000000274	4.4496	1281	0.0000	100.0000	1281	29	28	0.3893	4	1.84
T2_UBT_000000000275	6.1292	1811	0.0000	98.8404	1790	55	56	0.2909	6	2.90
T2_UBT_000000000276	5.6966	3072	0.0000	100.0000	3072	89	86	0.4042	5	2.67
T2_UBT_000000000277	6.5800	1019	0.0000	95.7802	976	34	33	0.2916	7	3.16
T2_UBT_000000000278	4.6624	1244	0.0000	96.1415	1196	31	27	0.2924	5	2.20
T2_UBT_000000000279	4.7529	1052	0.0000	100.0000	1052	27	23	0.4028	5	2.02
T2_UBT_000000000280	18.0399	2232	0.0000	99.8208	2228	197	205	0.3174	20	8.78
T2_UBT_000000000281	5.9080	1185	0.0000	100.0000	1185	38	32	0.3609	5	2.62
T2_UBT_000000000282	6.4332	2470	0.0000	100.0000	2470	79	80	0.2436	6	2.64
T2_UBT_000000000283	6.2454	5044	0.0000	99.7224	5030	161	154	0.3250	6	2.81
T2_UBT_000000000284	7.8792	3211	0.0000	100.0000	3211	129	124	0.3149	8	2.99
T2_UBT_000000000285	6.1021	3704	0.0000	99.6490	3691	113	113	0.3182	6	2.39
T2_UBT_000000000286	7.6571	2152	0.0000	100.0000	2152	81	84	0.2333	7	4.76
T2_UBT_000000000287	3.1549	1517	0.0000	100.0000	1517	23	25	0.3738	3	1.16
T2_UBT_000000000288	4.8183	1222	0.0000	97.2995	1189	30	29	0.3383	5	2.28
