#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
T2_FOM_000000000105	7.4419	6651	0.0000	100.0000	6651	247	248	0.3399	7	2.61
T2_FOM_000000000106	12.8357	1199	0.0000	100.0000	1199	84	70	0.3308	12	6.14
T2_FOM_000000000107	8.2654	4525	0.0000	100.0000	4525	188	186	0.2231	8	3.08
T2_FOM_000000000108	7.5032	1091	0.0000	100.0000	1091	38	44	0.3934	8	2.78
T2_FOM_000000000109	10.1635	2703	0.0000	99.8890	2700	137	138	0.3172	9	4.63
T2_FOM_000000000110	7.9274	2094	0.0000	98.9971	2073	84	82	0.3357	8	3.47
T2_FOM_000000000111	5.7990	1552	0.0000	100.0000	1552	44	46	0.3089	6	2.45
T2_FOM_000000000112	7.9559	3154	0.0000	100.0000	3154	123	128	0.2814	8	2.66
T2_FOM_000000000113	8.4504	5073	0.0000	100.0000	5073	218	211	0.3484	8	3.18
T2_FOM_000000000114	9.1955	3361	0.0000	100.0000	3361	153	156	0.2589	9	3.26
T2_FOM_000000000115	8.7515	1634	0.0000	100.0000	1634	70	73	0.4113	8	3.90
T2_FOM_000000000116	426.9195	1081	0.0000	100.0000	1081	2209	2406	0.4448	418	280.86
T2_FOM_000000000117	5.0744	1478	0.0000	100.0000	1478	39	36	0.3579	5	2.21
T2_FOM_000000000118	8.7213	3416	0.0000	100.0000	3416	147	151	0.3240	8	3.71
T2_FOM_000000000119	8.4267	4462	0.0000	99.3949	4435	189	187	0.2965	8	2.94
T2_FOM_000000000120	8.5965	1244	0.0000	99.9196	1243	53	54	0.3495	9	3.33
T2_FOM_000000000121	33.9305	1223	0.0000	100.0000	1223	206	209	0.3246	38	12.60
T2_FOM_000000000122	8.0704	9317	0.0000	100.0000	9317	376	376	0.3338	8	2.75
T2_FOM_000000000123	13.9028	1286	0.0000	99.4557	1279	100	84	0.3355	7	20.02
T2_FOM_000000000124	8.2669	1956	0.0000	98.5174	1927	82	80	0.2464	8	2.87
T2_FOM_000000000125	7.5739	1096	0.0000	100.0000	1096	46	37	0.2892	8	2.66
T2_FOM_000000000126	8.9228	1580	0.0000	99.1772	1567	66	75	0.3589	8	4.20
T2_FOM_000000000127	8.6134	1182	0.0000	100.0000	1182	55	47	0.3193	9	3.39
T2_FOM_000000000128	7.4009	6837	0.0000	100.0000	6837	251	255	0.3306	7	2.85
T2_FOM_000000000129	17.4418	3228	0.0000	99.9690	3227	280	284	0.3118	16	9.60
T2_FOM_000000000130	9.3418	2098	0.0000	100.0000	2098	102	94	0.2788	9	3.34
T2_FOM_000000000131	15.2507	2852	0.0000	100.0000	2852	220	215	0.3537	8	21.87
T2_FOM_000000000132	9.5398	1571	0.0000	100.0000	1571	79	71	0.2791	9	5.07
T2_FOM_000000000133	7.6434	10503	0.0000	100.0000	10503	403	400	0.3290	7	2.85
T2_FOM_000000000134	6.4515	2122	0.0000	99.2460	2106	66	71	0.3453	7	3.42
T2_FOM_000000000135	7.0147	1424	0.0000	100.0000	1424	49	51	0.3883	6	3.19
T2_FOM_000000000136	7.9983	2313	0.0000	99.8271	2309	92	93	0.2980	8	3.26
T2_FOM_000000000137	9.4527	1840	0.0000	100.0000	1840	86	88	0.2645	9	3.90
T2_FOM_000000000138	10.4450	1499	0.0000	99.9333	1498	86	71	0.4069	8	8.26
T2_FOM_000000000139	10.7880	2009	0.0000	99.9004	2007	112	105	0.2628	11	4.26
T2_FOM_000000000140	8.2744	2329	0.0000	100.0000	2329	96	97	0.2506	8	3.54
T2_FOM_000000000141	6.5476	1450	0.0000	100.0000	1450	44	51	0.3356	6	3.68
T2_FOM_000000000142	8.7619	3628	0.0000	99.6417	3615	157	161	0.2287	8	2.93
T2_FOM_000000000143	9.8586	2596	0.0000	100.0000	2596	134	122	0.2969	9	5.55
T2_FOM_000000000144	8.8645	1026	0.0000	100.0000	1026	47	44	0.3964	8	5.00
T2_FOM_000000000145	6.1597	1152	0.0000	100.0000	1152	37	34	0.3138	6	2.17
T2_FOM_000000000146	7.1507	1188	0.0000	100.0000	1188	44	41	0.4235	7	3.10
T2_FOM_000000000147	8.1107	1220	0.0000	99.8361	1218	51	48	0.2827	7	3.55
T2_FOM_000000000148	9.6515	2393	0.0000	99.4150	2379	111	120	0.3491	9	3.82
T2_FOM_000000000149	7.6786	4605	0.0000	99.5005	4582	174	180	0.3649	7	2.60
T2_FOM_000000000150	7.3445	1675	0.0000	100.0000	1675	64	59	0.3588	7	2.88
T2_FOM_000000000151	15.2522	1348	0.0000	100.0000	1348	116	90	0.3360	11	12.49
T2_FOM_000000000152	19.5624	1739	0.0000	100.0000	1739	167	173	0.3759	20	11.20
T2_FOM_000000000153	12.9010	2161	0.0000	100.0000	2161	137	142	0.2713	11	7.83
T2_FOM_000000000154	7.6366	1519	0.0000	100.0000	1519	56	60	0.3478	8	2.71
T2_FOM_000000000155	6.8888	2032	0.0000	100.0000	2032	72	68	0.3665	6	2.86
T2_FOM_000000000156	11.2397	4039	0.0000	99.9505	4037	226	228	0.3024	11	4.59
T2_FOM_000000000157	7.6611	2151	0.0000	99.8605	2148	82	83	0.3361	8	3.03
T2_FOM_000000000158	6.3668	1366	0.0000	93.4114	1276	42	45	0.3667	6	3.04
T2_FOM_000000000159	7.6764	4193	0.0000	100.0000	4193	164	158	0.3621	7	2.80
T2_FOM_000000000160	9.3056	1224	0.0000	99.4281	1217	58	56	0.2275	9	5.47
T2_FOM_000000000161	7.4233	3234	0.0000	100.0000	3234	126	114	0.3458	7	2.89
T2_FOM_000000000162	9.2456	5526	0.0000	99.6924	5509	251	260	0.3276	9	4.26
T2_FOM_000000000163	8.3635	1183	0.0000	99.4928	1177	46	53	0.2572	8	4.21
T2_FOM_000000000164	8.4121	1638	0.0000	100.0000	1638	69	69	0.3186	8	3.20
T2_FOM_000000000165	5.9894	1035	0.0000	100.0000	1035	31	31	0.3087	6	2.84
T2_FOM_000000000166	8.5552	6147	0.0000	99.6584	6126	261	265	0.3029	8	3.49
T2_FOM_000000000167	6.5044	1257	0.0000	100.0000	1257	39	43	0.2923	6	2.43
T2_FOM_000000000168	8.2444	2852	0.0000	100.0000	2852	116	119	0.3194	8	2.65
T2_FOM_000000000169	6.9881	1431	0.0000	99.0915	1418	50	50	0.3215	7	2.98
T2_FOM_000000000170	56.6942	1524	0.0000	99.8688	1522	434	430	0.3813	16	78.00
T2_FOM_000000000171	7.7966	1180	0.0000	98.3051	1160	41	51	0.3428	8	2.87
T2_FOM_000000000172	8.1339	2188	0.0000	99.7715	2183	90	88	0.3320	7	3.98
T2_FOM_000000000173	8.0640	1624	0.0000	100.0000	1624	67	64	0.3575	8	2.59
T2_FOM_000000000174	7.6751	2524	0.0000	100.0000	2524	91	103	0.3985	7	3.16
T2_FOM_000000000175	11.7031	2998	0.0000	100.0000	2998	174	177	0.3853	11	5.19
T2_FOM_000000000176	8.3359	2867	0.0000	99.9651	2866	112	127	0.2460	8	3.34
T2_FOM_000000000177	16.5071	1826	0.0000	100.0000	1826	142	160	0.2680	18	5.36
T2_FOM_000000000178	8.3253	2293	0.0000	100.0000	2293	91	100	0.4208	8	3.32
T2_FOM_000000000179	6.8900	1509	0.0000	99.2048	1497	52	52	0.3900	7	2.65
T2_FOM_000000000180	8.0883	1891	0.0000	100.0000	1891	79	74	0.3889	8	3.29
T2_FOM_000000000181	6.7919	1999	0.0000	98.4992	1969	69	67	0.3326	6	2.85
T2_FOM_000000000182	8.1372	2150	0.0000	100.0000	2150	89	86	0.3478	8	3.51
T2_FOM_000000000183	8.5344	1815	0.0000	100.0000	1815	77	78	0.3517	9	3.11
T2_FOM_000000000184	8.4045	2833	0.0000	99.9647	2832	118	120	0.3541	8	3.07
T2_FOM_000000000185	19.8715	1183	0.0000	100.0000	1183	126	109	0.2767	11	26.83
T2_FOM_000000000186	6.2285	1059	0.0000	100.0000	1059	34	32	0.3709	6	2.97
T2_FOM_000000000187	7.6071	1354	0.0000	100.0000	1354	52	51	0.3417	8	2.73
T2_FOM_000000000188	8.6722	4970	0.0000	100.0000	4970	215	216	0.2712	8	3.36
T2_FOM_000000000189	9.3410	5677	0.0000	99.9824	5676	273	257	0.3398	9	4.56
T2_FOM_000000000190	15.4868	1399	0.0000	98.1415	1373	100	117	0.3077	17	7.26
T2_FOM_000000000191	11.0222	3511	0.0000	99.9715	3510	187	200	0.3385	9	8.57
T2_FOM_000000000192	5.7957	1018	0.0000	100.0000	1018	32	27	0.3292	5	2.69
T2_FOM_000000000193	7.3401	1485	0.0000	97.5084	1448	52	57	0.4324	8	3.07
T2_FOM_000000000194	35.8006	1028	0.0000	99.6109	1024	163	207	0.3339	28	23.60
T2_FOM_000000000195	7.8197	1176	0.0000	100.0000	1176	55	37	0.3989	7	3.47
T2_FOM_000000000196	14.0708	1186	0.0000	99.5784	1181	95	72	0.2993	14	5.38
T2_FOM_000000000197	9.3534	1559	0.0000	100.0000	1559	71	75	0.4171	10	3.47
T2_FOM_000000000198	6.8740	1992	0.0000	100.0000	1992	66	71	0.3555	7	2.70
T2_FOM_000000000199	8.1134	2662	0.0000	100.0000	2662	109	107	0.3768	7	4.22
T2_FOM_000000000200	6.5339	1270	0.0000	100.0000	1270	43	40	0.3816	6	2.72
T2_FOM_000000000201	7.9634	1256	0.0000	100.0000	1256	48	52	0.2633	8	3.59
T2_FOM_000000000202	8.0380	12949	0.0000	100.0000	12949	519	522	0.3115	8	2.65
T2_FOM_000000000203	81.7698	1008	0.0000	100.0000	1008	425	401	0.3025	76	65.00
T2_FOM_000000000204	7.7273	8830	0.0000	100.0000	8830	337	345	0.3737	8	2.84
T2_FOM_000000000205	6.8170	4797	0.0000	99.9166	4793	164	163	0.3585	7	2.37
T2_FOM_000000000206	7.2102	12052	0.0000	100.0000	12052	436	433	0.3256	7	2.76
T2_FOM_000000000207	12.3383	1212	0.0000	100.0000	1212	77	72	0.2677	10	8.33
T2_FOM_000000000208	7.8682	2960	0.0000	100.0000	2960	117	116	0.3732	8	2.92
T2_FOM_000000000209	9.6581	3612	0.0000	100.0000	3612	171	178	0.3111	9	4.98
T2_FOM_000000000210	8.6511	1757	0.0000	100.0000	1757	76	76	0.4741	9	3.42
T2_FOM_000000000211	18.2362	1029	0.0000	99.8056	1027	99	89	0.3344	17	8.42
T2_FOM_000000000212	13.8237	1526	0.0000	100.0000	1526	90	121	0.3443	7	14.50
T2_FOM_000000000213	8.2426	2098	0.0000	98.7131	2071	85	88	0.3754	8	2.77
T2_FOM_000000000214	8.1596	1410	0.0000	99.0071	1396	54	61	0.4140	8	3.41
T2_FOM_000000000215	7.7872	1579	0.0000	97.5301	1540	61	62	0.3166	8	2.76
T2_FOM_000000000216	6.9820	1001	0.0000	100.0000	1001	34	36	0.3666	7	2.80
T2_FOM_000000000217	7.8514	1871	0.0000	100.0000	1871	74	73	0.3029	8	3.10
T2_FOM_000000000218	7.5217	5929	0.0000	99.7470	5914	221	225	0.3151	8	2.75
T2_FOM_000000000219	7.4413	3680	0.0000	99.5380	3663	137	137	0.3920	7	2.63
T2_FOM_000000000220	6.7099	4619	0.0000	99.9784	4618	156	154	0.3364	6	2.87
T2_FOM_000000000221	6.3625	1462	0.0000	100.0000	1462	45	48	0.3891	6	2.10
T2_FOM_000000000222	21.7807	1427	0.0000	100.0000	1427	159	152	0.4069	12	23.37
T2_FOM_000000000223	15.7096	1226	0.0000	99.6737	1222	97	96	0.3000	17	8.75
T2_FOM_000000000224	8.3524	3065	0.0000	100.0000	3065	129	127	0.3525	8	2.85
T2_FOM_000000000225	9.2687	2244	0.0000	98.7968	2217	104	104	0.2643	9	4.54
T2_FOM_000000000226	69.8806	1114	0.0000	100.0000	1114	389	389	0.3305	25	76.17
T2_FOM_000000000227	56.9504	1310	0.0000	99.0840	1298	370	376	0.4600	46	39.76
T2_FOM_000000000228	7.4684	2784	0.0000	100.0000	2784	106	102	0.3091	7	3.33
T2_FOM_000000000229	7.5158	17124	0.0000	100.0000	17124	641	646	0.3523	7	2.79
T2_FOM_000000000230	5.3739	1059	0.0000	100.0000	1059	31	26	0.3940	5	2.02
T2_FOM_000000000231	7.7723	1155	0.0000	100.0000	1155	46	44	0.2956	6	4.59
T2_FOM_000000000232	8.3892	7590	0.0000	99.7101	7568	321	316	0.3235	8	3.29
T2_FOM_000000000233	7.8156	2967	0.0000	100.0000	2967	118	114	0.3550	7	2.91
T2_FOM_000000000234	7.9576	5215	0.0000	100.0000	5215	209	206	0.3450	8	3.30
T2_FOM_000000000235	14.6068	2187	0.0000	100.0000	2187	160	160	0.3545	15	4.72
T2_FOM_000000000236	8.3774	3299	0.0000	100.0000	3299	135	142	0.2740	9	2.96
T2_FOM_000000000237	6.8586	4866	0.0000	100.0000	4866	167	167	0.2734	7	2.38
T2_FOM_000000000238	6.6467	2001	0.0000	99.9000	1999	69	64	0.3924	6	2.50
T2_FOM_000000000239	8.2663	3714	0.0000	100.0000	3714	153	154	0.3633	8	3.29
T2_FOM_000000000240	9.2603	1360	0.0000	100.0000	1360	66	60	0.3429	10	3.34
T2_FOM_000000000241	12.0209	6087	0.0000	100.0000	6087	366	366	0.3746	10	8.10
T2_FOM_000000000242	9.4454	1821	0.0000	100.0000	1821	83	89	0.3484	9	4.15
T2_FOM_000000000243	9.8688	7127	0.0000	100.0000	7127	355	350	0.2548	8	9.20
T2_FOM_000000000244	5.7252	1834	0.0000	100.0000	1834	55	50	0.3846	5	2.25
T2_FOM_000000000245	9.4069	1042	0.0000	99.3282	1035	46	52	0.4400	10	4.21
T2_FOM_000000000246	6.0043	1162	0.0000	100.0000	1162	36	34	0.3257	6	2.56
T2_FOM_000000000247	6.3374	1215	0.0000	100.0000	1215	38	39	0.3106	6	2.23
T2_FOM_000000000248	10.0399	2230	0.0000	97.3991	2172	112	112	0.2538	10	4.81
T2_FOM_000000000249	7.6312	1231	0.0000	100.0000	1231	48	46	0.3573	7	2.67
T2_FOM_000000000250	8.7068	1562	0.0000	100.0000	1562	68	68	0.2640	9	3.20
T2_FOM_000000000251	17.1172	11217	0.0000	100.0000	11217	975	945	0.3621	16	6.06
T2_FOM_000000000252	8.7410	12172	0.0000	100.0000	12172	526	538	0.3322	8	4.21
T2_FOM_000000000253	7.6774	1268	0.0000	100.0000	1268	50	48	0.2552	7	3.41
T2_FOM_000000000254	9.3421	1067	0.0000	99.8126	1065	56	44	0.3310	7	7.64
T2_FOM_000000000255	9.3242	5749	0.0000	100.0000	5749	271	265	0.3217	8	5.56
T2_FOM_000000000256	7.6547	1254	0.0000	100.0000	1254	50	46	0.2221	8	2.73
T2_FOM_000000000257	5.3324	1856	0.0000	98.8147	1834	46	53	0.3034	5	2.37
T2_FOM_000000000258	11.5642	1815	0.0000	100.0000	1815	95	115	0.3378	11	5.41
T2_FOM_000000000259	7.5530	1085	0.0000	98.3410	1067	43	39	0.3715	7	4.36
T2_FOM_000000000260	15.5650	1853	0.0000	100.0000	1853	132	157	0.3489	11	10.56
T2_FOM_000000000261	17.9684	1107	0.0000	99.7290	1104	105	94	0.3311	12	14.94
T2_FOM_000000000262	11.7771	1162	0.0000	100.0000	1162	61	76	0.3398	11	5.27
T2_FOM_000000000263	7.2328	1203	0.0000	98.1712	1181	44	43	0.3556	7	3.96
T2_FOM_000000000264	6.2356	2194	0.0000	99.9544	2193	68	69	0.3620	6	2.33
T2_FOM_000000000265	7.7226	4985	0.0000	100.0000	4985	192	193	0.3392	7	2.71
T2_FOM_000000000266	5.6331	2148	0.0000	100.0000	2148	62	59	0.3355	6	2.15
T2_FOM_000000000267	8.8968	2103	0.0000	100.0000	2103	92	95	0.3416	8	3.81
T2_FOM_000000000268	7.2734	1196	0.0000	100.0000	1196	48	39	0.3053	7	3.39
T2_FOM_000000000269	7.9093	1477	0.0000	98.1720	1450	59	58	0.3579	8	3.28
T2_FOM_000000000270	33.5142	2528	0.0000	100.0000	2528	414	434	0.3342	33	14.67
T2_FOM_000000000271	4.9593	1451	0.0000	99.1041	1438	36	36	0.3217	5	2.18
T2_FOM_000000000272	6.7153	2202	0.0000	98.4559	2168	74	74	0.3398	6	2.67
T2_FOM_000000000273	7.2483	2014	0.0000	100.0000	2014	72	74	0.3037	7	3.12
T2_FOM_000000000274	7.0798	1003	0.0000	97.2084	975	35	36	0.2776	7	3.28
T2_FOM_000000000275	7.5445	7078	0.0000	100.0000	7078	265	269	0.3763	7	2.55
T2_FOM_000000000276	23.0265	1246	0.0000	99.9197	1245	139	148	0.3789	9	24.58
T2_FOM_000000000277	9.0976	1670	0.0000	99.0419	1654	74	78	0.3436	8	3.63
T2_FOM_000000000278	8.6926	2059	0.0000	100.0000	2059	88	91	0.3824	9	2.84
T2_FOM_000000000279	37.4870	1388	0.0000	100.0000	1388	268	254	0.3836	11	52.54
T2_FOM_000000000280	8.7066	2686	0.0000	99.9255	2684	117	117	0.3676	9	2.88
T2_FOM_000000000281	23.5775	2779	0.0000	100.0000	2779	333	324	0.3779	12	34.71
T2_FOM_000000000282	10.6998	1999	0.0000	100.0000	1999	107	107	0.3952	9	5.88
T2_FOM_000000000283	31.7635	1095	0.0000	99.4521	1089	177	172	0.3868	28	21.19
T2_FOM_000000000284	7.3938	1069	0.0000	100.0000	1069	36	43	0.3622	7	3.58
T2_FOM_000000000285	8.2475	1418	0.0000	100.0000	1418	62	55	0.3926	8	3.41
T2_FOM_000000000286	7.3342	1200	0.0000	100.0000	1200	45	43	0.3783	7	3.31
T2_FOM_000000000287	8.8941	4834	0.0000	100.0000	4834	211	219	0.3269	8	4.14
T2_FOM_000000000288	7.7883	2579	0.0000	100.0000	2579	103	98	0.3642	7	2.92
