#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
T1_FOM_000000000188	330.7762	2471	0.0000	100.0000	2471	4044	4129	0.5092	387	133.95
T1_FOM_000000000189	8.6697	2004	0.0000	100.0000	2004	87	87	0.3326	8	4.65
T1_FOM_000000000190	5.6860	1070	0.0000	99.9065	1069	31	30	0.2034	6	2.73
T1_FOM_000000000191	7.3213	2076	0.0000	99.9037	2074	75	77	0.2880	7	3.09
T1_FOM_000000000192	7.3446	1062	0.0000	100.0000	1062	39	39	0.3964	7	2.10
T1_FOM_000000000193	7.9167	1920	0.0000	99.2708	1906	76	76	0.2518	8	2.88
T1_FOM_000000000194	8.9556	1215	0.0000	100.0000	1215	53	56	0.3599	9	3.97
T1_FOM_000000000195	8.8291	1469	0.0000	99.8639	1467	65	65	0.3266	8	3.17
T1_FOM_000000000196	7.8141	1635	0.0000	100.0000	1635	63	65	0.3881	8	3.62
T1_FOM_000000000197	8.5147	1807	0.0000	100.0000	1807	80	74	0.3284	8	3.35
T1_FOM_000000000198	12.3410	2349	0.0000	100.0000	2349	142	148	0.4217	11	7.10
T1_FOM_000000000199	12.7116	2188	0.0000	99.5430	2178	145	133	0.3151	12	7.23
T1_FOM_000000000200	11.5086	1286	0.0000	97.0451	1248	74	74	0.3211	12	4.75
T1_FOM_000000000201	8.5634	1798	0.0000	100.0000	1798	74	80	0.2451	8	4.19
T1_FOM_000000000202	9.3347	6898	0.0000	100.0000	6898	322	322	0.3909	9	3.40
T1_FOM_000000000203	10.1959	1470	0.0000	99.7959	1467	76	74	0.4709	10	4.10
T1_FOM_000000000204	8.6687	2584	0.0000	100.0000	2584	114	110	0.3475	9	2.84
T1_FOM_000000000205	9.6850	4791	0.0000	100.0000	4791	231	233	0.3216	9	2.91
T1_FOM_000000000206	8.2264	1409	0.0000	99.7871	1406	59	57	0.2850	8	3.86
T1_FOM_000000000207	8.4841	1355	0.0000	100.0000	1355	59	56	0.3510	8	3.33
T1_FOM_000000000208	8.8719	8520	0.0000	100.0000	8520	380	376	0.3674	8	3.16
T1_FOM_000000000209	7.5736	1121	0.0000	100.0000	1121	42	43	0.3292	8	2.90
T1_FOM_000000000210	11.7229	2133	0.0000	99.7656	2128	129	121	0.3789	12	5.60
T1_FOM_000000000211	10.1220	2213	0.0000	100.0000	2213	112	112	0.2823	10	3.95
T1_FOM_000000000212	14.6968	4545	0.0000	99.8020	4536	329	339	0.3282	15	4.66
T1_FOM_000000000213	9.4588	1988	0.0000	100.0000	1988	94	94	0.2686	9	4.14
T1_FOM_000000000214	9.2209	9066	0.0000	100.0000	9066	418	418	0.3339	9	3.31
T1_FOM_000000000215	8.9866	1046	0.0000	100.0000	1046	46	48	0.3559	8	4.33
T1_FOM_000000000216	17.9989	4453	0.0000	100.0000	4453	400	402	0.3575	15	12.34
T1_FOM_000000000217	12.3786	1923	0.0000	99.6360	1916	121	117	0.3430	12	4.91
T1_FOM_000000000218	10.0481	6378	0.0000	100.0000	6378	318	323	0.3366	10	3.60
T1_FOM_000000000219	11.9461	1280	0.0000	100.0000	1280	83	70	0.5188	10	5.57
T1_FOM_000000000220	9.6578	1160	0.0000	99.1379	1150	64	48	0.2955	8	8.03
T1_FOM_000000000221	9.4442	7327	0.0000	100.0000	7327	348	344	0.3739	9	3.26
T1_FOM_000000000222	10.3359	2688	0.0000	99.7024	2680	138	140	0.3711	10	4.98
T1_FOM_000000000223	10.7299	1266	0.0000	100.0000	1266	70	66	0.3357	11	4.61
T1_FOM_000000000224	19.0207	6320	0.0000	100.0000	6320	640	563	0.3351	10	31.09
T1_FOM_000000000225	11.0806	3289	0.0000	99.9088	3286	185	179	0.3074	10	5.25
T1_FOM_000000000226	20.5700	1451	0.0000	99.6554	1446	156	143	0.3176	14	13.99
T1_FOM_000000000227	7.8576	1004	0.0000	100.0000	1004	41	38	0.2859	8	3.31
T1_FOM_000000000228	29.6565	1380	0.0000	100.0000	1380	205	205	0.3348	30	9.18
T1_FOM_000000000229	10.1595	1122	0.0000	100.0000	1122	55	59	0.2742	10	4.01
T1_FOM_000000000230	13.9467	1088	0.0000	100.0000	1088	88	64	0.3299	10	11.61
T1_FOM_000000000231	9.7913	2563	0.0000	100.0000	2563	128	123	0.3367	9	4.53
T1_FOM_000000000232	9.2418	9100	0.0000	99.8242	9084	418	423	0.3696	9	3.42
T1_FOM_000000000233	8.4299	4685	0.0000	100.0000	4685	198	197	0.3246	8	3.20
T1_FOM_000000000234	7.3412	2125	0.0000	99.9529	2124	76	80	0.3737	7	2.72
T1_FOM_000000000235	9.5408	6808	0.0000	99.8237	6796	326	324	0.3428	9	4.24
T1_FOM_000000000236	11.5082	1096	0.0000	100.0000	1096	65	61	0.2840	9	6.05
T1_FOM_000000000237	8.3256	4288	0.0000	99.7435	4277	178	179	0.3639	8	3.46
T1_FOM_000000000238	8.6890	1312	0.0000	99.7713	1309	58	56	0.2956	9	3.41
T1_FOM_000000000239	7.0195	1792	0.0000	100.0000	1792	65	61	0.3380	6	3.03
T1_FOM_000000000240	11.7823	1263	0.0000	100.0000	1263	80	69	0.2336	12	3.99
T1_FOM_000000000241	10.2730	2791	0.0000	99.7850	2785	141	146	0.3402	10	3.17
T1_FOM_000000000242	8.3801	1397	0.0000	100.0000	1397	60	57	0.3181	7	4.61
T1_FOM_000000000243	8.3936	1024	0.0000	97.7539	1001	42	44	0.2688	8	3.44
T1_FOM_000000000244	12.9719	3766	0.0000	99.7876	3758	244	245	0.3383	13	6.25
T1_FOM_000000000245	10.0576	1700	0.0000	100.0000	1700	84	87	0.2842	10	3.24
T1_FOM_000000000246	14.3994	2013	0.0000	99.3045	1999	144	146	0.3316	13	6.93
T1_FOM_000000000247	12.6599	1082	0.0000	99.5379	1077	68	69	0.3432	12	4.51
T1_FOM_000000000248	8.4743	5180	0.0000	99.1506	5136	220	219	0.3819	8	2.79
T1_FOM_000000000249	10.2891	3673	0.0000	100.0000	3673	189	189	0.3700	10	3.58
T1_FOM_000000000250	18.2236	1968	0.0000	100.0000	1968	189	170	0.2026	18	6.89
T1_FOM_000000000251	10.6254	1487	0.0000	99.9328	1486	81	77	0.3194	11	4.91
T1_FOM_000000000252	8.9720	1859	0.0000	100.0000	1859	84	83	0.4086	9	4.24
T1_FOM_000000000253	9.5755	2535	0.0000	99.9606	2534	119	124	0.3717	9	5.20
T1_FOM_000000000254	6.6860	1032	0.0000	100.0000	1032	35	34	0.3678	7	2.21
T1_FOM_000000000255	7.2732	3532	0.0000	100.0000	3532	129	128	0.3186	7	3.16
T1_FOM_000000000256	8.7855	2513	0.0000	100.0000	2513	110	111	0.3368	9	3.17
T1_FOM_000000000257	15.4251	2103	0.0000	100.0000	2103	170	155	0.3197	11	13.52
T1_FOM_000000000258	7.7951	3539	0.0000	99.9717	3538	140	136	0.3254	8	2.96
T1_FOM_000000000259	12.1493	4225	0.0000	100.0000	4225	268	246	0.3633	8	15.84
T1_FOM_000000000260	8.5570	17809	0.0000	99.9944	17808	768	756	0.3124	8	3.25
T1_FOM_000000000261	8.5660	1880	0.0000	99.7872	1876	82	79	0.3365	9	3.22
T1_FOM_000000000262	8.7860	3425	0.0000	99.9708	3424	148	153	0.3270	9	3.34
T1_FOM_000000000263	9.1512	6622	0.0000	100.0000	6622	302	304	0.3101	9	4.15
T1_FOM_000000000264	9.2461	1593	0.0000	99.9372	1592	71	76	0.2843	10	4.12
T1_FOM_000000000265	8.1292	1919	0.0000	98.6451	1893	77	79	0.3158	8	3.88
T1_FOM_000000000266	11.4390	5686	0.0000	99.9648	5684	299	353	0.4204	10	11.74
T1_FOM_000000000267	8.9833	4784	0.0000	100.0000	4784	214	216	0.3314	8	5.78
T1_FOM_000000000268	8.7353	1866	0.0000	100.0000	1866	80	83	0.3451	9	3.13
T1_FOM_000000000269	12.6781	1308	0.0000	99.8471	1306	80	86	0.3501	13	5.25
T1_FOM_000000000270	15.6602	1863	0.0000	100.0000	1863	145	147	0.3674	15	9.27
T1_FOM_000000000271	4.8624	1090	0.0000	99.0826	1080	25	28	0.3413	5	2.16
T1_FOM_000000000272	8.0626	4412	0.0000	100.0000	4412	170	186	0.2847	8	3.41
T1_FOM_000000000273	8.3523	1317	0.0000	99.5444	1311	54	56	0.3018	8	3.38
T1_FOM_000000000274	7.9763	2657	0.0000	99.9247	2655	104	108	0.3289	8	3.23
T1_FOM_000000000275	15.4365	3558	0.0000	99.9438	3556	284	265	0.3448	9	18.14
T1_FOM_000000000276	7.2957	1532	0.0000	100.0000	1532	55	57	0.2863	7	3.07
T1_FOM_000000000277	13.1523	1090	0.0000	100.0000	1090	73	71	0.2922	14	5.36
T1_FOM_000000000278	14.6803	1539	0.0000	99.6751	1534	124	102	0.2896	15	4.89
T1_FOM_000000000279	5.5659	1617	0.0000	100.0000	1617	44	46	0.3538	5	2.28
T1_FOM_000000000280	7.5346	2415	0.0000	100.0000	2415	90	92	0.3401	7	3.05
T1_FOM_000000000281	7.8443	1619	0.0000	99.5676	1612	64	63	0.3290	8	3.31
T1_FOM_000000000282	15.0248	4119	0.0000	99.3688	4093	310	309	0.3380	15	5.81
T1_FOM_000000000283	6.0707	1004	0.0000	100.0000	1004	32	29	0.3574	6	2.91
T1_FOM_000000000284	7.2723	2501	0.0000	99.6002	2491	89	93	0.2382	7	2.95
T1_FOM_000000000285	19.4611	1297	0.0000	98.8435	1282	114	139	0.3498	14	20.51
T1_FOM_000000000286	9.1760	1068	0.0000	100.0000	1068	50	48	0.2714	9	3.75
T1_FOM_000000000287	10.3267	4864	0.0000	99.9794	4863	258	245	0.2843	10	4.33
T1_FOM_000000000288	15.4010	1045	0.0000	97.3206	1017	81	80	0.3591	16	6.22
