#ID	Avg_fold	Length	Ref_GC	Covered_percent	Covered_bases	Plus_reads	Minus_reads	Read_GC	Median_fold	Std_Dev
T3_UBT_000000000057	10.6397	1532	0.0000	100.0000	1532	81	82	0.2953	10	5.50
T3_UBT_000000000058	7.7047	2374	0.0000	100.0000	2374	91	92	0.3521	8	3.42
T3_UBT_000000000059	29.5891	2891	0.0000	100.0000	2891	429	426	0.4024	10	41.51
T3_UBT_000000000060	8.4183	2257	0.0000	99.2468	2240	95	95	0.3405	8	3.38
T3_UBT_000000000061	14.3097	1792	0.0000	100.0000	1792	107	150	0.3256	9	18.98
T3_UBT_000000000062	8.7037	1009	0.0000	99.9009	1008	43	45	0.3828	9	3.51
T3_UBT_000000000063	27.4035	3643	0.0000	99.9726	3642	508	488	0.2472	13	44.96
T3_UBT_000000000064	7.9921	1902	0.0000	100.0000	1902	77	75	0.3388	8	3.49
T3_UBT_000000000065	9.9743	2297	0.0000	100.0000	2297	114	115	0.4050	7	8.98
T3_UBT_000000000066	6.2860	2259	0.0000	99.7344	2253	69	73	0.3611	6	2.56
T3_UBT_000000000067	11.7322	5496	0.0000	100.0000	5496	321	324	0.3574	12	3.87
T3_UBT_000000000068	9.9246	2891	0.0000	100.0000	2891	146	141	0.3091	10	3.16
T3_UBT_000000000069	10.5553	1212	0.0000	99.9175	1211	61	67	0.4123	10	3.48
T3_UBT_000000000070	14.2039	1378	0.0000	98.5486	1358	92	104	0.3211	8	17.13
T3_UBT_000000000071	10.1424	2030	0.0000	100.0000	2030	101	105	0.4260	10	4.70
T3_UBT_000000000072	8.0325	2277	0.0000	99.8682	2274	92	91	0.3827	8	3.02
T3_UBT_000000000073	12.1250	1080	0.0000	100.0000	1080	61	70	0.3140	12	6.43
T3_UBT_000000000074	6.5370	2551	0.0000	100.0000	2551	84	83	0.3620	6	2.56
T3_UBT_000000000075	10.3716	1523	0.0000	99.4747	1515	79	79	0.2337	10	4.03
T3_UBT_000000000076	10.5351	2125	0.0000	98.5882	2095	117	107	0.3664	10	5.21
T3_UBT_000000000077	6.1500	1267	0.0000	100.0000	1267	40	38	0.2712	6	2.75
T3_UBT_000000000078	13.0380	1739	0.0000	99.4250	1729	114	113	0.3701	13	4.55
T3_UBT_000000000079	10.0361	3099	0.0000	100.0000	3099	154	157	0.3846	10	3.30
T3_UBT_000000000080	8.9435	1539	0.0000	100.0000	1539	71	67	0.3286	9	5.12
T3_UBT_000000000081	11.5007	2165	0.0000	100.0000	2165	131	118	0.3322	10	8.39
T3_UBT_000000000082	6.8876	1539	0.0000	100.0000	1539	55	51	0.3652	7	2.20
T3_UBT_000000000083	7.3220	7577	0.0000	99.8152	7563	281	274	0.3136	7	2.95
T3_UBT_000000000084	8.7008	3192	0.0000	100.0000	3192	141	137	0.3898	9	3.20
T3_UBT_000000000085	18.4269	2598	0.0000	99.8845	2595	246	233	0.2802	17	8.77
T3_UBT_000000000086	6.8998	1707	0.0000	100.0000	1707	63	55	0.3204	7	2.48
T3_UBT_000000000087	8.6424	2360	0.0000	100.0000	2360	102	102	0.3855	8	3.53
T3_UBT_000000000088	12.4142	1562	0.0000	99.9360	1561	109	85	0.2888	12	5.17
T3_UBT_000000000089	12.0538	1412	0.0000	100.0000	1412	67	103	0.2914	7	16.85
T3_UBT_000000000090	13.7009	1314	0.0000	100.0000	1314	89	91	0.3538	11	9.69
T3_UBT_000000000091	9.2805	2014	0.0000	99.3545	2001	94	93	0.2659	9	4.31
T3_UBT_000000000092	11.1875	1893	0.0000	100.0000	1893	99	113	0.3211	10	4.51
T3_UBT_000000000093	9.2225	1092	0.0000	100.0000	1092	55	46	0.4006	10	3.09
T3_UBT_000000000094	7.5774	2229	0.0000	100.0000	2229	83	86	0.3387	6	4.36
T3_UBT_000000000095	8.3776	1181	0.0000	96.2743	1137	53	46	0.3777	8	3.89
T3_UBT_000000000096	10.1469	2096	0.0000	100.0000	2096	105	108	0.3097	10	3.14
T3_UBT_000000000097	10.5091	6166	0.0000	100.0000	6166	324	324	0.3103	10	3.81
T3_UBT_000000000098	9.6803	5071	0.0000	99.1520	5028	248	243	0.3484	10	3.57
T3_UBT_000000000099	9.0519	1214	0.0000	100.0000	1214	49	61	0.3974	9	5.03
T3_UBT_000000000100	7.4552	1340	0.0000	100.0000	1340	45	55	0.3427	7	2.72
T3_UBT_000000000101	9.3827	3133	0.0000	100.0000	3133	146	148	0.2502	9	4.23
T3_UBT_000000000102	6.1728	1782	0.0000	100.0000	1782	57	53	0.3816	6	2.12
T3_UBT_000000000103	7.8556	1323	0.0000	98.9418	1309	53	51	0.2574	7	3.61
T3_UBT_000000000104	27.3832	1691	0.0000	99.7635	1687	240	223	0.3549	23	16.15
T3_UBT_000000000105	32.9692	1008	0.0000	100.0000	1008	170	163	0.3701	21	28.54
T3_UBT_000000000106	9.4785	1070	0.0000	100.0000	1070	49	53	0.2957	10	3.74
T3_UBT_000000000107	9.0380	5287	0.0000	99.9433	5284	238	240	0.3507	9	3.22
T3_UBT_000000000108	7.8062	1063	0.0000	96.8015	1029	44	39	0.3233	8	3.57
T3_UBT_000000000109	10.0312	3169	0.0000	100.0000	3169	158	160	0.3632	10	3.48
T3_UBT_000000000110	8.6994	6068	0.0000	99.9835	6067	266	262	0.3420	9	3.24
T3_UBT_000000000111	11.1058	3754	0.0000	99.9467	3752	220	197	0.3241	10	5.60
T3_UBT_000000000112	7.3230	3031	0.0000	98.8123	2995	108	114	0.3228	7	2.62
T3_UBT_000000000113	11.9155	9802	0.0000	100.0000	9802	593	575	0.3140	12	4.09
T3_UBT_000000000114	7.9043	2946	0.0000	100.0000	2946	117	116	0.3830	7	3.17
T3_UBT_000000000115	7.8804	1003	0.0000	100.0000	1003	39	40	0.3082	8	3.31
T3_UBT_000000000116	10.0960	3199	0.0000	99.4686	3182	160	163	0.3866	10	4.24
T3_UBT_000000000117	11.6021	4720	0.0000	99.9788	4719	277	271	0.3217	10	7.01
T3_UBT_000000000118	7.6737	2072	0.0000	99.8069	2068	77	82	0.4483	7	3.25
T3_UBT_000000000119	7.4345	1450	0.0000	100.0000	1450	54	54	0.3319	7	2.68
T3_UBT_000000000120	10.4703	1314	0.0000	100.0000	1314	68	70	0.2432	10	5.32
T3_UBT_000000000121	12.5924	1136	0.0000	100.0000	1136	67	76	0.4950	9	9.52
T3_UBT_000000000122	13.2995	4143	0.0000	100.0000	4143	275	277	0.3064	13	4.61
T3_UBT_000000000123	8.0040	2998	0.0000	100.0000	2998	122	118	0.3056	8	3.40
T3_UBT_000000000124	14.6279	1228	0.0000	99.9186	1227	92	88	0.2468	14	5.12
T3_UBT_000000000125	6.0166	1446	0.0000	100.0000	1446	40	47	0.3755	6	2.43
T3_UBT_000000000126	9.0667	1875	0.0000	99.3600	1863	85	85	0.4496	9	3.01
T3_UBT_000000000127	46.2648	3055	0.0000	100.0000	3055	734	680	0.5140	46	13.50
T3_UBT_000000000128	13.2994	4643	0.0000	100.0000	4643	307	310	0.3186	12	7.19
T3_UBT_000000000129	11.7289	1586	0.0000	98.4237	1561	91	95	0.2760	11	6.13
T3_UBT_000000000130	8.2768	1044	0.0000	100.0000	1044	43	43	0.3603	8	3.35
T3_UBT_000000000131	8.4194	1104	0.0000	99.1848	1095	46	47	0.3130	9	3.40
T3_UBT_000000000132	7.6430	1255	0.0000	100.0000	1255	48	48	0.3995	8	2.96
T3_UBT_000000000133	6.3435	1150	0.0000	100.0000	1150	38	35	0.2381	6	2.86
T3_UBT_000000000134	5.9621	1107	0.0000	99.9097	1106	34	32	0.3174	6	2.43
T3_UBT_000000000135	9.0699	2788	0.0000	99.9283	2786	130	123	0.2857	9	3.06
T3_UBT_000000000136	8.8829	2049	0.0000	98.8775	2026	90	92	0.2760	8	3.67
T3_UBT_000000000137	13.3018	3025	0.0000	99.9008	3022	200	202	0.3140	11	6.85
T3_UBT_000000000138	64.9793	1062	0.0000	100.0000	1062	335	356	0.2945	54	36.42
T3_UBT_000000000139	12.3590	2064	0.0000	99.4186	2052	127	128	0.4280	11	9.55
T3_UBT_000000000140	7.3609	1305	0.0000	100.0000	1305	47	49	0.3527	7	3.23
T3_UBT_000000000141	9.1776	1177	0.0000	98.8105	1163	53	55	0.3410	7	6.29
T3_UBT_000000000142	19.6756	1495	0.0000	99.7993	1492	163	131	0.3836	12	31.55
T3_UBT_000000000143	8.6569	2078	0.0000	100.0000	2078	91	89	0.3592	9	2.93
T3_UBT_000000000144	9.9264	1563	0.0000	99.6801	1558	76	79	0.3768	8	6.08
T3_UBT_000000000145	8.8800	1092	0.0000	100.0000	1092	51	46	0.4062	9	3.86
T3_UBT_000000000146	11.1901	1010	0.0000	99.4059	1004	59	54	0.3746	11	5.01
T3_UBT_000000000147	14.4411	1315	0.0000	100.0000	1315	97	93	0.3637	13	7.28
T3_UBT_000000000148	10.0111	1348	0.0000	100.0000	1348	69	66	0.3067	9	5.41
T3_UBT_000000000149	9.1032	3120	0.0000	100.0000	3120	142	142	0.3308	9	3.21
T3_UBT_000000000150	17.2238	2466	0.0000	99.8783	2463	216	209	0.3126	18	5.28
T3_UBT_000000000151	8.4354	2251	0.0000	99.9556	2250	97	93	0.3362	8	3.53
T3_UBT_000000000152	13.0357	3533	0.0000	100.0000	3533	244	216	0.3893	9	20.31
T3_UBT_000000000153	9.2662	1499	0.0000	100.0000	1499	66	73	0.2770	8	5.47
T3_UBT_000000000154	7.6271	1035	0.0000	93.4300	967	42	37	0.3338	8	3.91
T3_UBT_000000000155	7.9799	1491	0.0000	99.1281	1478	57	62	0.2697	8	3.82
T3_UBT_000000000156	132.3065	1106	0.0000	94.9367	1050	483	993	0.4462	12	303.86
T3_UBT_000000000157	8.2785	1088	0.0000	100.0000	1088	47	43	0.2791	8	3.49
T3_UBT_000000000158	10.9160	11459	0.0000	99.7469	11430	626	625	0.3214	10	4.30
T3_UBT_000000000159	9.0829	4919	0.0000	100.0000	4919	222	225	0.3884	9	3.63
T3_UBT_000000000160	11.0919	1622	0.0000	100.0000	1622	91	89	0.3710	9	7.25
T3_UBT_000000000161	8.2181	2247	0.0000	100.0000	2247	89	96	0.2241	8	3.53
T3_UBT_000000000162	7.8189	1215	0.0000	100.0000	1215	46	49	0.3439	8	3.47
T3_UBT_000000000163	20.3387	1243	0.0000	100.0000	1243	136	117	0.3893	19	11.32
T3_UBT_000000000164	8.2126	1449	0.0000	100.0000	1449	61	58	0.3000	8	4.44
T3_UBT_000000000165	8.7165	1457	0.0000	93.2739	1359	61	66	0.3902	9	3.82
T3_UBT_000000000166	10.5099	1712	0.0000	99.8248	1709	93	87	0.3835	10	4.10
T3_UBT_000000000167	25.2214	1450	0.0000	100.0000	1450	185	181	0.2860	11	23.51
T3_UBT_000000000168	21.5078	1225	0.0000	100.0000	1225	161	103	0.4483	10	29.29
T3_UBT_000000000169	6.9699	3357	0.0000	99.8213	3351	117	117	0.3318	7	2.50
T3_UBT_000000000170	16.7030	1633	0.0000	100.0000	1633	124	149	0.2961	16	9.51
T3_UBT_000000000171	11.4672	2618	0.0000	98.5103	2579	146	154	0.2342	9	8.84
T3_UBT_000000000172	8.1715	1481	0.0000	100.0000	1481	61	60	0.3422	8	3.63
T3_UBT_000000000173	7.4491	1060	0.0000	96.2264	1020	39	40	0.3019	7	4.03
T3_UBT_000000000174	8.1250	1280	0.0000	100.0000	1280	52	52	0.3463	8	2.81
T3_UBT_000000000175	11.0268	1196	0.0000	100.0000	1196	63	69	0.2879	11	3.92
T3_UBT_000000000176	13.4318	1181	0.0000	100.0000	1181	78	81	0.2792	10	10.60
T3_UBT_000000000177	9.5007	1444	0.0000	98.2687	1419	63	74	0.3409	9	3.61
T3_UBT_000000000178	10.5348	1494	0.0000	100.0000	1494	82	76	0.3239	10	3.59
T3_UBT_000000000179	10.9209	6272	0.0000	99.9841	6271	341	344	0.3387	11	3.52
T3_UBT_000000000180	10.5346	2011	0.0000	100.0000	2011	106	106	0.2689	10	5.08
T3_UBT_000000000181	8.4331	1778	0.0000	99.8875	1776	76	74	0.2795	8	3.17
T3_UBT_000000000182	18.9759	1038	0.0000	99.9037	1037	92	105	0.4092	14	13.92
T3_UBT_000000000183	7.3681	2361	0.0000	100.0000	2361	88	86	0.2771	7	2.83
T3_UBT_000000000184	9.5418	3280	0.0000	98.2012	3221	158	155	0.3157	10	4.15
T3_UBT_000000000185	10.4458	1696	0.0000	100.0000	1696	87	90	0.3286	10	4.09
T3_UBT_000000000186	7.7105	1375	0.0000	99.4182	1367	53	53	0.3350	7	3.18
T3_UBT_000000000187	10.9007	1843	0.0000	100.0000	1843	100	101	0.3375	11	4.50
T3_UBT_000000000188	8.8800	1450	0.0000	99.7241	1446	63	66	0.2691	9	2.92
T3_UBT_000000000189	7.3473	1293	0.0000	100.0000	1293	46	49	0.3798	7	2.40
T3_UBT_000000000190	7.1778	1226	0.0000	97.6346	1197	43	45	0.3676	7	3.59
T3_UBT_000000000191	9.4007	2426	0.0000	100.0000	2426	113	115	0.4093	9	3.43
T3_UBT_000000000192	7.5923	1197	0.0000	100.0000	1197	43	48	0.2671	7	4.25
T3_UBT_000000000193	10.1303	5044	0.0000	99.7224	5030	259	252	0.3751	10	3.89
T3_UBT_000000000194	10.8770	1406	0.0000	100.0000	1406	76	77	0.3046	11	3.59
T3_UBT_000000000195	10.3695	1088	0.0000	100.0000	1088	57	56	0.3615	12	3.75
T3_UBT_000000000196	11.7398	2471	0.0000	98.2193	2427	150	140	0.3343	12	5.45
T3_UBT_000000000197	9.6017	1032	0.0000	100.0000	1032	44	55	0.2187	9	4.65
T3_UBT_000000000198	9.9629	10849	0.0000	100.0000	10849	542	539	0.2942	10	3.26
T3_UBT_000000000199	8.8786	1079	0.0000	97.1270	1048	47	49	0.2821	9	3.52
T3_UBT_000000000200	7.2696	2515	0.0000	100.0000	2515	91	92	0.3414	7	2.76
T3_UBT_000000000201	7.1339	1598	0.0000	98.3104	1571	55	59	0.3715	7	2.93
T3_UBT_000000000202	10.5488	1004	0.0000	100.0000	1004	56	50	0.3185	11	3.09
T3_UBT_000000000203	36.3451	1646	0.0000	100.0000	1646	297	301	0.3971	24	28.07
T3_UBT_000000000204	7.3637	1493	0.0000	99.2632	1482	57	53	0.3597	7	2.94
T3_UBT_000000000205	7.3261	1392	0.0000	99.1379	1380	49	53	0.3593	7	3.93
T3_UBT_000000000206	7.6981	10198	0.0000	99.9804	10196	393	392	0.3270	8	2.79
T3_UBT_000000000207	41.6730	4000	0.0000	100.0000	4000	824	848	0.3517	11	91.92
T3_UBT_000000000208	102.0349	1090	0.0000	98.1651	1070	593	521	0.3431	35	141.18
T3_UBT_000000000209	8.9692	1593	0.0000	100.0000	1593	73	70	0.3787	9	2.86
T3_UBT_000000000210	9.8455	1249	0.0000	100.0000	1249	60	63	0.3421	9	4.30
T3_UBT_000000000211	9.8725	2776	0.0000	100.0000	2776	136	138	0.2834	9	3.92
T3_UBT_000000000212	13.2924	1392	0.0000	100.0000	1392	93	92	0.2904	9	10.43
T3_UBT_000000000213	7.0158	1012	0.0000	94.6640	958	36	35	0.3514	8	2.95
T3_UBT_000000000214	9.7772	1185	0.0000	100.0000	1185	58	58	0.2747	10	3.08
T3_UBT_000000000215	8.0305	4458	0.0000	100.0000	4458	178	180	0.3462	8	2.88
T3_UBT_000000000216	7.2300	1174	0.0000	97.1891	1141	43	42	0.3711	8	2.92
T3_UBT_000000000217	9.7478	6011	0.0000	100.0000	6011	293	293	0.3397	10	3.18
T3_UBT_000000000218	10.4184	5798	0.0000	99.8965	5792	296	308	0.3596	10	3.60
T3_UBT_000000000219	8.8683	1329	0.0000	99.9248	1328	60	58	0.2869	9	2.88
T3_UBT_000000000220	24.5807	1245	0.0000	100.0000	1245	160	147	0.3219	23	15.61
T3_UBT_000000000221	43.1110	1388	0.0000	99.2075	1377	295	303	0.3909	40	25.83
T3_UBT_000000000222	31.5415	1387	0.0000	100.0000	1387	220	219	0.3954	32	9.90
T3_UBT_000000000223	10.1343	4676	0.0000	99.9572	4674	237	237	0.3008	10	3.94
T3_UBT_000000000224	10.7562	2789	0.0000	100.0000	2789	150	150	0.3185	11	3.97
T3_UBT_000000000225	9.4954	2190	0.0000	99.7717	2185	103	105	0.2722	9	3.84
T3_UBT_000000000226	11.6128	6622	0.0000	100.0000	6622	386	383	0.3201	11	3.75
T3_UBT_000000000227	11.3498	2727	0.0000	100.0000	2727	150	160	0.3885	11	4.91
T3_UBT_000000000228	9.9216	1390	0.0000	100.0000	1390	66	72	0.3472	10	3.04
T3_UBT_000000000229	9.1552	1888	0.0000	100.0000	1888	89	84	0.3301	9	3.60
T3_UBT_000000000230	6.6791	1153	0.0000	100.0000	1153	39	38	0.3077	7	2.77
T3_UBT_000000000231	9.9592	8082	0.0000	100.0000	8082	401	404	0.3182	9	4.27
T3_UBT_000000000232	9.3402	6156	0.0000	100.0000	6156	290	285	0.3888	9	3.67
T3_UBT_000000000233	11.6472	1304	0.0000	98.3896	1283	78	74	0.3315	12	4.62
T3_UBT_000000000234	56.7615	1069	0.0000	100.0000	1069	334	275	0.3329	11	97.07
T3_UBT_000000000235	40.8295	1091	0.0000	100.0000	1091	237	209	0.2612	45	14.46
T3_UBT_000000000236	9.3197	7219	0.0000	99.7922	7204	334	339	0.3323	9	3.75
T3_UBT_000000000237	9.1024	2109	0.0000	100.0000	2109	98	94	0.3574	9	3.35
T3_UBT_000000000238	33.4089	2551	0.0000	99.8432	2547	431	422	0.3587	32	16.49
T3_UBT_000000000239	10.5138	10231	0.0000	100.0000	10231	538	538	0.4319	10	3.51
T3_UBT_000000000240	12.7282	1398	0.0000	96.0658	1343	91	87	0.3715	14	6.28
T3_UBT_000000000241	8.7281	1372	0.0000	100.0000	1372	60	60	0.3686	8	3.87
T3_UBT_000000000242	14.3307	1669	0.0000	100.0000	1669	118	121	0.2937	11	12.54
T3_UBT_000000000243	9.4889	4614	0.0000	100.0000	4614	213	225	0.3472	9	4.36
T3_UBT_000000000244	7.7006	3945	0.0000	100.0000	3945	150	154	0.3907	8	3.30
T3_UBT_000000000245	10.8815	3284	0.0000	99.9695	3283	173	185	0.3034	9	6.81
T3_UBT_000000000246	5.5624	1362	0.0000	94.1263	1282	39	37	0.3121	6	2.37
T3_UBT_000000000247	12.3002	2292	0.0000	99.3019	2276	141	141	0.3095	12	5.24
T3_UBT_000000000248	7.2626	1074	0.0000	100.0000	1074	40	38	0.3199	7	3.39
T3_UBT_000000000249	11.1307	1132	0.0000	100.0000	1132	66	60	0.3709	12	4.20
T3_UBT_000000000250	9.7266	1284	0.0000	100.0000	1284	64	61	0.3569	10	3.24
T3_UBT_000000000251	7.5586	2671	0.0000	100.0000	2671	100	102	0.3112	7	2.68
T3_UBT_000000000252	10.6133	1929	0.0000	99.5853	1921	98	107	0.2890	10	4.45
T3_UBT_000000000253	10.4537	3740	0.0000	100.0000	3740	203	188	0.3058	10	5.23
T3_UBT_000000000254	29.0961	1862	0.0000	100.0000	1862	252	290	0.3829	13	40.05
T3_UBT_000000000255	29.5019	1287	0.0000	100.0000	1287	201	180	0.2861	34	11.86
T3_UBT_000000000256	6.9823	2147	0.0000	99.5342	2137	75	75	0.3255	7	2.48
T3_UBT_000000000257	10.1368	3157	0.0000	100.0000	3157	159	161	0.3551	10	3.45
T3_UBT_000000000258	8.4374	1054	0.0000	99.2410	1046	45	44	0.4075	9	3.13
T3_UBT_000000000259	10.9567	3139	0.0000	100.0000	3139	165	179	0.3387	11	4.33
T3_UBT_000000000260	10.9927	2192	0.0000	99.9544	2191	118	123	0.3278	11	4.87
T3_UBT_000000000261	12.4226	4761	0.0000	100.0000	4761	298	293	0.3573	9	16.91
T3_UBT_000000000262	6.9791	1963	0.0000	100.0000	1963	70	67	0.3456	7	2.82
T3_UBT_000000000263	11.5452	1427	0.0000	100.0000	1427	77	88	0.2761	11	5.10
T3_UBT_000000000264	8.9881	3861	0.0000	99.5856	3845	172	175	0.3580	9	3.49
T3_UBT_000000000265	10.8863	11674	0.0000	100.0000	11674	634	637	0.3032	10	4.04
T3_UBT_000000000266	7.9047	3579	0.0000	100.0000	3579	143	140	0.3284	8	3.39
T3_UBT_000000000267	6.6619	1396	0.0000	100.0000	1396	47	46	0.3258	7	2.50
T3_UBT_000000000268	45.6484	1456	0.0000	100.0000	1456	316	349	0.4946	9	86.19
T3_UBT_000000000269	10.0326	4136	0.0000	99.9275	4133	207	208	0.3194	9	4.55
T3_UBT_000000000270	24.4598	1966	0.0000	100.0000	1966	238	243	0.3010	12	25.82
T3_UBT_000000000271	10.0842	1378	0.0000	100.0000	1378	67	72	0.2712	9	5.13
T3_UBT_000000000272	9.6413	1617	0.0000	100.0000	1617	77	79	0.3539	10	3.64
T3_UBT_000000000273	9.2496	14876	0.0000	99.8790	14858	688	688	0.3035	9	3.83
T3_UBT_000000000274	97.4690	1663	0.0000	100.0000	1663	953	670	0.4593	7	336.57
T3_UBT_000000000275	8.0102	1960	0.0000	100.0000	1960	80	77	0.3484	8	3.29
T3_UBT_000000000276	7.1340	1948	0.0000	100.0000	1948	70	69	0.3385	7	2.89
T3_UBT_000000000277	10.0471	1083	0.0000	97.6916	1058	57	52	0.2811	10	4.40
T3_UBT_000000000278	11.9193	1339	0.0000	99.9253	1338	82	78	0.3945	13	4.57
T3_UBT_000000000279	19.4866	1677	0.0000	99.5230	1669	165	162	0.3132	20	5.56
T3_UBT_000000000280	8.3457	1270	0.0000	100.0000	1270	54	52	0.2906	9	3.83
T3_UBT_000000000281	8.4447	2793	0.0000	100.0000	2793	118	118	0.3681	8	2.97
T3_UBT_000000000282	7.8357	1455	0.0000	100.0000	1455	56	58	0.3258	7	3.56
T3_UBT_000000000283	10.1186	1551	0.0000	100.0000	1551	78	79	0.3266	10	4.52
T3_UBT_000000000284	12.1487	10401	0.0000	100.0000	10401	618	646	0.3230	12	4.22
T3_UBT_000000000285	10.2490	1960	0.0000	100.0000	1960	96	105	0.3074	9	4.57
T3_UBT_000000000286	11.6089	1721	0.0000	100.0000	1721	101	99	0.3755	10	5.92
T3_UBT_000000000287	7.0547	1134	0.0000	100.0000	1134	37	43	0.3079	7	2.42
T3_UBT_000000000288	6.8708	1091	0.0000	98.7168	1077	34	41	0.3435	7	2.72
